,id,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,rating
0,1419,1565,Little Portugal,43.6459,-79.42423,Entire home/apt,120.0,28,6,2017-08-07,0.06,1,0,0,5.0
1,26654,113345,Waterfront Communities-The Island,43.64608,-79.39032,Entire home/apt,145.0,28,42,2023-09-01,0.27,5,77,2,4.79
2,27423,118124,South Riverdale,43.66884,-79.32725,Entire home/apt,75.0,90,28,2023-08-31,0.17,1,215,1,4.93
3,40456,174063,South Parkdale,43.63539,-79.4401,Entire home/apt,150.0,750,113,2023-06-19,0.69,4,364,2,4.64
4,43964,192364,Wexford/Maryvale,43.74922,-79.29188,Entire home/apt,195.0,1,67,2023-09-25,0.78,1,364,13,4.96
5,44452,195095,Rosedale-Moore Park,43.67193,-79.3859,Entire home/apt,126.0,28,66,2023-08-04,0.41,13,181,2,4.18
6,44469,195095,Rosedale-Moore Park,43.67129,-79.38634,Private room,89.0,30,8,2017-08-27,0.05,13,220,0,4.0
7,45399,195095,Bay Street Corridor,43.66123,-79.38336,Entire home/apt,146.0,28,86,2023-11-19,0.54,13,365,3,4.16
8,45453,195095,Rosedale-Moore Park,43.67128,-79.38422,Private room,105.0,28,9,2018-09-02,0.06,13,341,0,4.13
9,45893,195095,Rosedale-Moore Park,43.6718,-79.38488,Private room,90.0,28,22,2023-06-24,0.14,13,191,2,4.39
10,50110,195095,Church-Yonge Corridor,43.66899,-79.38559,Entire home/apt,160.0,28,59,2023-12-08,0.37,13,365,1,4.62
11,51616,237587,Niagara,43.64296,-79.40451,Private room,55.0,91,24,2018-11-11,0.27,1,0,0,4.88
12,62545,304551,Niagara,43.64611,-79.4071,Private room,50.0,90,23,2019-12-20,0.14,9,37,0,4.85
13,64635,304551,Niagara,43.64482,-79.40897,Private room,50.0,120,17,2023-09-01,0.11,9,255,2,4.59
14,64641,304551,Niagara,43.64453,-79.40736,Private room,50.0,120,23,2023-12-30,0.15,9,18,3,4.82
15,64645,304551,Niagara,43.64475,-79.40905,Private room,60.0,90,14,2023-12-31,0.09,9,190,2,4.75
16,66856,304551,Niagara,43.64642,-79.40736,Private room,45.0,90,3,2023-10-20,0.02,9,314,2,5.0
17,71118,304551,Niagara,43.64605,-79.4069,Private room,80.0,90,13,2023-10-23,0.08,9,220,1,4.58
18,84151,195095,Rosedale-Moore Park,43.67138,-79.38424,Entire home/apt,160.0,30,22,2023-10-20,0.15,13,340,2,4.58
19,96336,511506,Niagara,43.64388,-79.41011,Entire home/apt,309.0,3,151,2024-01-02,1.22,1,111,7,4.95
20,112842,575127,High Park North,43.65703,-79.46719,Entire home/apt,66.0,120,12,2017-03-05,0.08,1,33,0,4.92
21,119441,174063,South Parkdale,43.63737,-79.44022,Entire home/apt,100.0,60,82,2023-10-30,0.53,4,130,3,4.83
22,131401,604233,Niagara,43.63649,-79.40171,Entire home/apt,75.0,100,11,2023-05-17,0.11,1,124,1,4.55
23,184784,656777,Church-Yonge Corridor,43.67005,-79.38372,Entire home/apt,219.0,180,63,2023-04-30,0.42,1,313,1,4.93
24,192335,140602,South Parkdale,43.63677,-79.42099,Entire home/apt,85.0,28,53,2020-03-02,0.36,1,0,0,4.7
25,192860,533496,Junction Area,43.66492,-79.47384,Entire home/apt,120.0,185,128,2023-01-10,0.86,2,216,1,4.93
26,196584,957466,Oakridge,43.69431,-79.28563,Entire home/apt,92.0,18,50,2023-12-10,0.56,1,283,14,4.94
27,207206,1019538,Little Portugal,43.6471,-79.4376,Entire home/apt,300.0,28,22,2023-01-11,0.15,1,363,1,4.76
28,224775,1170217,Church-Yonge Corridor,43.6619,-79.37727,Private room,75.0,28,37,2023-12-24,0.36,2,132,4,4.84
29,228568,934821,Cabbagetown-South St.James Town,43.66593,-79.37655,Entire home/apt,325.0,28,76,2023-09-11,0.52,2,1,11,4.93
30,232794,1218097,Annex,43.6715929,-79.3908687,Entire home/apt,205.0,28,5,2020-03-18,0.04,1,179,0,4.8
31,239449,349772,Annex,43.66701,-79.40625,Entire home/apt,87.0,28,36,2023-12-27,0.28,1,68,6,4.72
32,248939,1304211,Caledonia-Fairbank,43.68261719,-79.4592514,Private room,44.0,29,45,2016-10-24,0.3,2,363,0,4.12
33,248940,1304211,Caledonia-Fairbank,43.68238,-79.46038,Entire home/apt,51.0,5,103,2023-12-12,0.74,2,35,11,4.69
34,251549,1319225,Annex,43.66584,-79.41251,Private room,120.0,28,18,2023-08-12,0.15,1,0,1,4.94
35,266300,1396237,Niagara,43.63999,-79.41465,Entire home/apt,120.0,30,5,2019-06-11,0.06,1,0,0,5.0
36,288341,1368256,North St.James Town,43.67098,-79.37434,Entire home/apt,250.0,5,43,2023-11-25,0.34,1,311,15,4.79
37,307726,1108156,Waterfront Communities-The Island,43.64221,-79.38061,Entire home/apt,120.0,28,66,2022-05-28,0.45,2,0,0,4.97
38,314459,1615944,Blake-Jones,43.67739,-79.33599,Private room,120.0,28,37,2023-01-31,0.26,1,0,1,5.0
39,339418,1027776,Mount Pleasant West,43.69954,-79.3933,Private room,60.0,28,85,2020-02-29,0.59,1,0,0,4.5
40,361557,174063,South Parkdale,43.63557,-79.43999,Entire home/apt,140.0,750,65,2022-02-05,0.47,4,364,0,4.76
41,363057,1816495,The Beaches,43.67262,-79.30057,Entire home/apt,221.0,1,41,2023-12-23,0.52,3,267,16,4.49
42,366973,1015670,Waterfront Communities-The Island,43.64226,-79.40076,Entire home/apt,361.0,28,9,2017-09-12,0.08,1,358,0,4.89
43,380910,1910540,Danforth,43.68087,-79.34306,Private room,95.0,1,116,2023-10-25,1.0,1,357,23,4.88
44,390395,1952926,Moss Park,43.65612,-79.36054,Private room,60.0,28,829,2022-10-22,5.78,1,1,0,4.83
45,393873,1870492,Niagara,43.64455,-79.40312,Entire home/apt,115.0,183,21,2016-09-27,0.15,1,358,0,4.89
46,401823,304551,Palmerston-Little Italy,43.66075,-79.4096,Entire home/apt,80.0,90,8,2021-12-31,0.06,9,260,0,4.71
47,403200,195095,Rosedale-Moore Park,43.67176,-79.38555,Private room,89.0,28,5,2023-06-30,0.04,13,365,1,4.8
48,406646,1854872,Flemingdon Park,43.72054,-79.33524,Private room,30.0,28,43,2023-11-07,0.34,5,264,6,4.21
49,413276,2056128,Church-Yonge Corridor,43.66429,-79.383,Entire home/apt,126.0,2,80,2023-07-04,0.57,2,21,4,4.62
50,418607,2079464,Mount Pleasant West,43.69747,-79.39304,Private room,62.0,29,125,2019-11-07,0.9,1,339,0,4.52
51,429943,377846,East End-Danforth,43.68672,-79.29328,Entire home/apt,81.0,28,46,2023-12-18,0.33,18,338,1,4.63
52,456371,2268652,Woodbine Corridor,43.67549,-79.3104,Private room,35.0,30,19,2023-08-31,0.16,3,7,1,4.89
53,457588,1805882,Church-Yonge Corridor,43.65469,-79.37986,Entire home/apt,300.0,28,8,2022-08-27,0.06,3,0,0,4.88
54,462366,2297131,Brookhaven-Amesbury,43.7054,-79.48584,Private room,55.0,28,34,2022-10-14,0.24,1,0,0,4.74
55,466650,1039434,Niagara,43.64322,-79.40293,Entire home/apt,299.0,28,71,2023-08-01,0.51,3,57,1,4.96
56,473827,2349264,Oakwood Village,43.6879,-79.43938,Entire home/apt,115.0,28,100,2023-11-05,0.72,1,96,2,4.85
57,495303,1241161,Dovercourt-Wallace Emerson-Junction,43.66446,-79.42537,Entire home/apt,106.0,29,115,2019-11-11,0.84,1,90,0,4.77
58,516823,533496,Junction Area,43.66672,-79.47492,Entire home/apt,94.0,31,181,2023-09-25,1.29,2,36,3,4.83
59,517709,2549053,Trinity-Bellwoods,43.65131,-79.4116,Entire home/apt,300.0,28,78,2023-03-09,0.57,1,159,1,4.94
60,526705,1698603,Roncesvalles,43.64264,-79.43215,Entire home/apt,298.0,2,73,2024-01-06,0.52,1,187,12,4.93
61,529227,2600229,Palmerston-Little Italy,43.65836,-79.42479,Entire home/apt,450.0,7,18,2018-08-19,0.13,1,213,0,4.76
62,529256,2597290,Trinity-Bellwoods,43.65075,-79.41072,Private room,97.0,28,113,2020-03-10,0.8,1,364,0,4.66
63,533659,1019968,Waterfront Communities-The Island,43.63953,-79.38257,Entire home/apt,169.0,28,175,2023-09-01,1.25,1,127,9,4.86
64,543810,2671905,Waterfront Communities-The Island,43.63942,-79.39216,Entire home/apt,120.0,28,10,2015-08-16,0.08,1,0,0,4.7
65,571429,377846,East End-Danforth,43.68519,-79.29338,Entire home/apt,128.0,28,29,2021-10-09,0.21,18,365,0,4.38
66,573892,2175675,Waterfront Communities-The Island,43.64278,-79.37985,Entire home/apt,89.0,28,83,2023-03-31,0.6,4,323,1,4.84
67,593324,2929774,South Riverdale,43.66114,-79.34742,Entire home/apt,120.0,28,7,2015-10-06,0.05,1,0,0,4.86
68,602407,2980659,Woodbine Corridor,43.67774,-79.31352,Private room,84.0,28,39,2019-08-10,0.28,1,364,0,4.67
69,620965,897683,Birchcliffe-Cliffside,43.70396,-79.24856,Private room,39.0,28,30,2023-10-04,0.22,2,66,2,4.81
70,625877,2268652,Woodbine Corridor,43.67639,-79.31017,Private room,37.0,30,22,2023-11-17,0.19,3,207,2,5.0
71,625942,2268652,Woodbine Corridor,43.67739,-79.31034,Private room,40.0,28,9,2017-10-08,0.07,3,6,0,4.89
72,638500,3178928,South Parkdale,43.63907,-79.44036,Entire home/apt,120.0,28,9,2016-09-26,0.09,1,0,0,4.22
73,638586,3186285,Waterfront Communities-The Island,43.64356,-79.3903,Entire home/apt,300.0,28,61,2021-05-23,0.53,1,358,0,4.69
74,643389,3217095,South Parkdale,43.63589,-79.42796,Entire home/apt,120.0,28,3,2017-05-20,0.03,1,0,0,4.0
75,643916,574360,Junction Area,43.66308,-79.47795,Entire home/apt,120.0,28,4,2016-04-27,0.04,1,159,0,4.75
76,654048,3289972,Morningside,43.7837,-79.20675,Entire home/apt,190.0,28,18,2023-08-16,0.13,1,363,2,4.94
77,655522,3299954,Kensington-Chinatown,43.65667,-79.39539,Entire home/apt,120.0,28,27,2018-08-10,0.19,1,0,0,4.81
78,666670,377846,East End-Danforth,43.68614,-79.29126,Entire home/apt,65.0,28,47,2023-09-07,0.37,18,342,3,4.57
79,701230,3587917,High Park North,43.65873,-79.45336,Entire home/apt,120.0,28,14,2018-07-31,0.11,1,0,0,5.0
80,702286,3604846,High Park-Swansea,43.65374,-79.45359,Entire home/apt,144.0,28,18,2022-08-06,0.13,4,227,0,4.47
81,703124,3604846,High Park-Swansea,43.65329,-79.45257,Entire home/apt,195.0,30,24,2023-09-10,0.2,4,243,2,4.83
82,703133,3604846,High Park-Swansea,43.65563,-79.45259,Entire home/apt,170.0,31,4,2019-04-20,0.03,4,364,0,4.25
83,728817,3783106,Roncesvalles,43.64147,-79.44633,Entire home/apt,495.0,28,14,2023-07-25,0.11,1,89,2,5.0
84,756619,3982898,Cabbagetown-South St.James Town,43.664642,-79.371208,Private room,116.0,3,108,2024-01-01,0.84,3,162,34,4.92
85,762143,4017316,Waterfront Communities-The Island,43.63708,-79.39198,Entire home/apt,130.0,180,5,2017-06-03,0.04,1,364,0,4.0
86,765041,3617874,South Parkdale,43.637,-79.43414,Private room,44.0,28,29,2023-04-01,0.25,1,29,1,4.97
87,771141,4068231,Moss Park,43.65802,-79.37108,Entire home/apt,86.0,30,33,2023-04-27,0.25,6,293,3,4.61
88,774352,4085292,Church-Yonge Corridor,43.67049,-79.38457,Entire home/apt,444.0,28,74,2023-11-21,0.69,3,90,4,4.93
89,777132,1664833,Don Valley Village,43.77659,-79.35056,Private room,120.0,5,211,2023-12-03,1.58,1,0,20,4.85
90,779670,4111007,Rosedale-Moore Park,43.67716,-79.38653,Entire home/apt,400.0,28,1,2019-05-10,0.02,1,190,0,4.85
91,788710,844281,High Park-Swansea,43.64366,-79.45216,Entire home/apt,120.0,30,2,2020-04-14,0.02,1,0,0,4.85
92,790887,2056128,Church-Yonge Corridor,43.66414,-79.38351,Private room,93.0,1,482,2024-01-06,3.75,2,45,55,4.95
93,791012,4167411,Waterfront Communities-The Island,43.63923,-79.39358,Entire home/apt,120.0,28,4,2015-08-16,0.04,1,0,0,4.25
94,794506,4186011,Waterfront Communities-The Island,43.63996,-79.39109,Entire home/apt,321.0,28,139,2023-11-12,1.18,1,275,40,4.93
95,796501,4195876,Casa Loma,43.68212,-79.40447,Private room,200.0,28,91,2020-09-07,0.72,2,365,0,4.91
96,798392,1552988,Little Portugal,43.64446,-79.42695,Entire home/apt,260.0,3,17,2023-09-24,0.19,1,362,14,4.88
97,799800,1786233,Thistletown-Beaumond Heights,43.73732,-79.5744,Private room,25.0,28,22,2017-10-01,0.16,1,221,0,4.71
98,817749,4289557,Waterfront Communities-The Island,43.64674,-79.39975,Entire home/apt,98.0,30,47,2018-01-01,0.35,1,54,0,4.87
99,818228,4297691,Dovercourt-Wallace Emerson-Junction,43.65851,-79.4431,Private room,68.0,1,531,2024-01-06,4.19,2,333,138,4.84
100,820177,149566,Palmerston-Little Italy,43.65555,-79.42017,Entire home/apt,95.0,28,39,2023-06-06,0.29,2,162,1,4.72
101,822085,4316883,Rosedale-Moore Park,43.689,-79.37799,Entire home/apt,989.0,28,8,2021-08-21,0.08,1,363,0,4.88
102,835116,2019357,South Riverdale,43.66152,-79.34284,Entire home/apt,120.0,28,22,2015-09-19,0.16,1,0,0,4.45
103,849500,4435131,Moss Park,43.65114,-79.36766,Private room,85.0,28,136,2023-08-31,1.03,1,365,2,4.87
104,855991,4477219,Church-Yonge Corridor,43.65474,-79.37779,Entire home/apt,196.0,28,13,2022-11-15,0.11,4,0,0,4.85
105,883109,4517569,Playter Estates-Danforth,43.68219,-79.35405,Entire home/apt,300.0,4,9,2023-09-05,0.07,1,0,3,4.67
106,892352,37326356,Waterfront Communities-The Island,43.6473577,-79.398158,Entire home/apt,371.0,4,307,2023-09-18,2.44,1,67,43,4.91
107,918623,4933919,Blake-Jones,43.67653,-79.34076,Private room,120.0,40,76,2020-03-21,0.58,2,0,0,4.8
108,921532,512812908,Greenwood-Coxwell,43.67698,-79.32201,Private room,51.0,1,121,2023-12-19,4.06,1,152,66,4.84
109,923427,4966594,Palmerston-Little Italy,43.65798572350852,-79.41014035,Private room,77.0,3,35,2023-12-16,0.27,2,66,11,4.77
110,950053,5153529,Regent Park,43.65794,-79.35755,Entire home/apt,160.0,365,9,2016-02-14,0.07,2,37,0,5.0
111,954475,1854872,Flemingdon Park,43.72054,-79.33524,Private room,50.0,28,32,2023-06-11,0.24,5,76,1,4.72
112,954935,5186386,South Riverdale,43.66451,-79.33498,Entire home/apt,80.0,30,32,2023-05-16,0.25,1,248,1,4.74
113,955073,4477219,Church-Yonge Corridor,43.655,-79.3796,Entire home/apt,60.0,28,11,2020-06-30,0.15,4,0,0,4.55
114,955446,3272927,Waterfront Communities-The Island,43.64498,-79.39056,Entire home/apt,110.0,28,71,2023-11-01,0.55,1,47,3,4.66
115,956250,5066966,Dufferin Grove,43.65367,-79.43242,Entire home/apt,120.0,28,4,2018-03-16,0.03,1,0,0,4.25
116,959676,5214021,Church-Yonge Corridor,43.66498,-79.37963,Entire home/apt,95.0,28,31,2023-10-15,0.24,1,357,2,4.77
117,985003,2396097,South Riverdale,43.66517,-79.34037,Private room,99.0,28,115,2023-12-07,0.9,1,364,24,4.76
118,985498,5407081,Waterfront Communities-The Island,43.64421,-79.39108,Entire home/apt,70.0,180,238,2020-08-04,1.82,1,179,0,4.92
119,985648,5242437,Little Portugal,43.65128,-79.43596,Private room,57.0,2,14,2023-10-05,0.11,1,360,11,4.79
120,986506,5413926,North Riverdale,43.67629,-79.35824,Entire home/apt,120.0,30,16,2023-11-30,0.18,1,0,3,5.0
121,990322,377962,Humewood-Cedarvale,43.68363,-79.42522,Entire home/apt,115.0,30,34,2023-11-26,0.29,6,190,3,4.65
122,1001438,3131000,Trinity-Bellwoods,43.64822,-79.40732,Private room,60.0,28,166,2023-11-26,1.29,1,213,8,4.96
123,1009656,5554523,Dovercourt-Wallace Emerson-Junction,43.66712,-79.43177,Entire home/apt,130.0,28,169,2022-04-30,1.3,1,91,0,4.66
124,1012527,5518435,Niagara,43.64471,-79.41152,Entire home/apt,534.0,28,2,2018-07-02,0.02,1,363,0,4.85
125,1022764,5630548,Mount Pleasant East,43.70878,-79.38229,Entire home/apt,434.0,28,13,2018-11-03,0.1,1,365,0,4.85
126,1030061,1984757,Waterfront Communities-The Island,43.64451,-79.39205,Entire home/apt,98.0,60,26,2023-03-06,0.29,1,240,1,4.85
127,1033151,377846,East End-Danforth,43.6809,-79.30485,Entire home/apt,61.0,28,48,2023-07-04,0.37,18,327,3,4.62
128,1033162,2175675,Waterfront Communities-The Island,43.64285,-79.38026,Entire home/apt,99.0,28,7,2023-12-17,0.09,4,365,2,4.43
129,1036076,4468895,Willowdale East,43.76633,-79.40424,Entire home/apt,88.0,28,40,2023-11-25,0.35,1,224,6,4.8
130,1037034,5709010,Dovercourt-Wallace Emerson-Junction,43.66695,-79.42156,Entire home/apt,120.0,28,56,2020-01-02,0.44,1,0,0,4.8
131,1038285,876036,Niagara,43.63382656377824,-79.41468898,Entire home/apt,80.0,28,13,2018-09-04,0.1,1,70,0,4.62
132,1042311,5736902,South Riverdale,43.666,-79.33684,Entire home/apt,85.0,28,41,2023-10-31,0.33,1,64,4,4.63
133,1053838,2741400,Palmerston-Little Italy,43.65638,-79.41567,Private room,70.0,31,152,2019-12-22,1.18,1,365,0,4.76
134,1057144,265033,Dufferin Grove,43.65883,-79.43081,Entire home/apt,225.0,28,6,2016-10-28,0.05,1,358,0,4.83
135,1058442,1805882,Church-Yonge Corridor,43.65456,-79.37906,Entire home/apt,375.0,30,2,2018-07-31,0.02,3,0,0,4.85
136,1066060,1618054,The Beaches,43.66715,-79.31288,Entire home/apt,180.0,29,9,2023-08-05,0.17,1,321,3,5.0
137,1066205,4010527,Moss Park,43.65696,-79.37193,Entire home/apt,255.0,31,29,2023-12-06,0.33,4,344,2,4.93
138,1066718,5867364,Niagara,43.64535,-79.40446,Private room,156.0,2,648,2023-12-22,4.98,1,280,77,4.91
139,1080121,672978,Waterfront Communities-The Island,43.64159,-79.38115,Entire home/apt,186.0,90,516,2020-03-18,4.05,2,365,0,4.64
140,1092407,377846,East End-Danforth,43.68185,-79.30506,Entire home/apt,64.0,28,31,2021-06-01,0.24,18,352,0,4.74
141,1110760,377846,East End-Danforth,43.68239,-79.30521,Entire home/apt,62.0,28,37,2024-01-01,0.29,18,358,6,4.62
142,1145641,4966594,University,43.65966636290684,-79.4081917,Private room,76.0,3,32,2023-12-21,0.25,2,80,17,4.72
143,1150719,6306986,South Riverdale,43.65761033456896,-79.34878979,Entire home/apt,131.0,3,84,2023-11-26,0.65,1,0,31,4.54
144,1153863,6323589,Mimico (includes Humber Bay Shores),43.62193938206074,-79.48603603,Private room,75.0,5,5,2023-09-25,0.97,1,228,5,5.0
145,1156413,1590126,Roncesvalles,43.64355,-79.44244,Entire home/apt,120.0,28,24,2018-07-11,0.19,2,0,0,4.54
146,1161888,1478241,South Parkdale,43.63898505711864,-79.42085589,Entire home/apt,153.0,3,117,2023-12-10,1.01,1,51,18,4.75
147,1162480,6255603,Regent Park,43.65695,-79.35854,Entire home/apt,141.0,29,52,2020-02-08,0.46,1,341,0,4.77
148,1163664,5942147,North Riverdale,43.67602,-79.35501,Entire home/apt,120.0,28,4,2015-08-05,0.03,1,0,0,4.25
149,1170889,6410636,Palmerston-Little Italy,43.656436988517946,-79.42472659,Private room,95.0,30,23,2023-12-04,0.18,1,365,4,4.91
150,1194561,6527771,South Riverdale,43.66364669799805,-79.33324432,Entire home/apt,105.0,28,32,2023-12-01,0.3,1,91,3,5.0
151,1194984,6530148,Roncesvalles,43.644,-79.4427,Private room,65.0,28,22,2017-08-26,0.17,1,88,0,4.27
152,1196880,6539250,Niagara,43.64175,-79.41108,Entire home/apt,83.0,60,11,2019-04-25,0.11,1,0,0,4.91
153,1202446,2929374,Waterfront Communities-The Island,43.64482,-79.39416,Private room,120.0,1,103,2023-12-26,0.8,3,0,31,4.6
154,1209935,195472241,Cabbagetown-South St.James Town,43.66483,-79.36945,Entire home/apt,214.0,28,50,2022-12-11,0.44,1,365,0,4.94
155,1214297,3604846,High Park-Swansea,43.65305,-79.45495,Entire home/apt,144.0,30,18,2018-09-28,0.15,4,365,0,4.59
156,1221280,6662193,Bay Street Corridor,43.65014,-79.38669,Entire home/apt,100.0,30,13,2023-08-28,0.1,1,313,1,4.85
157,1223097,6671740,Annex,43.6695,-79.40656,Entire home/apt,80.0,28,131,2019-07-21,1.16,1,50,0,4.66
158,1242683,6773217,South Riverdale,43.65204,-79.34655,Entire home/apt,225.0,7,37,2023-07-31,0.36,1,62,2,4.89
159,1254468,3406595,Trinity-Bellwoods,43.64814,-79.4177,Private room,155.0,3,132,2023-09-25,1.29,2,37,15,4.86
160,1269925,6911938,Parkwoods-Donalda,43.75524,-79.33521,Entire home/apt,250.0,5,56,2023-10-22,0.48,2,340,15,4.77
161,1279122,2960767,Humewood-Cedarvale,43.69535,-79.43518,Entire home/apt,120.0,28,10,2016-08-20,0.08,1,0,0,4.8
162,1297164,5244098,Yonge-St.Clair,43.68857,-79.40087,Private room,84.0,28,54,2023-09-29,0.43,2,190,3,4.98
163,1299374,7065012,East End-Danforth,43.67646,-79.30791,Entire home/apt,93.0,28,60,2019-12-31,0.47,2,38,0,4.6
164,1301718,377846,East End-Danforth,43.68516,-79.29243,Entire home/apt,145.0,28,26,2023-09-04,0.23,18,365,2,4.54
165,1321398,7173548,The Beaches,43.67244,-79.28464,Entire home/apt,109.0,2,94,2023-12-31,0.82,3,329,8,4.79
166,1326015,2499198,Dovercourt-Wallace Emerson-Junction,43.66441,-79.45084,Entire home/apt,187.0,28,22,2018-05-29,0.17,1,183,0,4.82
167,1331304,7221344,Woodbine Corridor,43.67462,-79.31267,Private room,120.0,28,8,2016-09-24,0.06,1,0,0,4.29
168,1335133,613837,Old East York,43.69489,-79.33345,Entire home/apt,249.0,18,21,2023-08-12,0.17,1,79,2,5.0
169,1348067,377846,East End-Danforth,43.68358,-79.30637,Entire home/apt,90.0,28,21,2023-11-07,0.17,18,222,2,4.86
170,1365638,7412574,Mimico (includes Humber Bay Shores),43.62233,-79.48785,Private room,100.0,28,43,2022-10-25,0.38,1,179,0,4.74
171,1369701,7428349,Corso Italia-Davenport,43.67535,-79.45502,Private room,85.0,28,21,2019-11-23,0.17,1,83,0,4.86
172,1370412,1102328,Dufferin Grove,43.65499797475493,-79.44582592,Entire home/apt,150.0,5,8,2023-12-10,0.09,2,99,2,4.5
173,1378251,7372029,Church-Yonge Corridor,43.67051,-79.38318,Private room,99.0,28,151,2023-11-30,1.19,1,49,6,4.94
174,1417125,1108156,Birchcliffe-Cliffside,43.70402,-79.25987,Entire home/apt,85.0,28,11,2023-09-30,0.09,2,282,3,4.8
175,1422877,7658503,Willowdale East,43.75646,-79.40711,Entire home/apt,120.0,28,13,2020-01-13,0.11,1,0,0,4.17
176,1426591,7672988,Little Portugal,43.65012,-79.43928,Private room,88.0,28,33,2021-07-04,0.26,2,114,0,4.85
177,1455503,4332338,Niagara,43.64109,-79.40308,Entire home/apt,200.0,30,9,2016-05-12,0.08,1,90,0,4.44
178,1456369,6153361,Agincourt South-Malvern West,43.79099,-79.27216,Entire home/apt,75.0,3,19,2023-12-21,0.25,1,255,1,4.79
179,1459100,3150111,Waterfront Communities-The Island,43.64752,-79.39505,Entire home/apt,310.0,28,234,2023-09-30,2.25,6,145,9,4.89
180,1462084,1397143,Waterfront Communities-The Island,43.64768,-79.37398,Entire home/apt,90.0,28,97,2023-12-09,0.76,1,40,7,4.84
181,1475233,7895355,Niagara,43.64053,-79.41775,Entire home/apt,200.0,28,74,2023-08-01,0.59,2,90,3,4.64
182,1477940,1200367,Dovercourt-Wallace Emerson-Junction,43.66712,-79.45213,Entire home/apt,128.0,28,49,2023-04-30,0.4,4,365,1,4.67
183,1486931,174616,South Parkdale,43.63894,-79.42223,Entire home/apt,180.0,2,200,2024-01-02,1.58,1,351,35,4.89
184,1524783,8135652,Corso Italia-Davenport,43.68208,-79.44943,Entire home/apt,120.0,28,1,2016-02-20,0.01,1,0,0,4.85
185,1546244,4991306,Trinity-Bellwoods,43.65608,-79.40949,Private room,130.0,3,178,2023-11-19,2.3,1,312,32,4.98
186,1550684,2385315,Dufferin Grove,43.6556,-79.44356,Entire home/apt,199.0,3,17,2023-12-28,0.75,1,50,6,4.94
187,1550882,2788736,St.Andrew-Windfields,43.7609,-79.39356,Entire home/apt,80.0,28,55,2023-06-28,0.44,1,141,4,4.69
188,1552251,8267190,Annex,43.66923,-79.41685,Private room,59.0,28,45,2023-10-02,0.36,2,343,3,4.93
189,1554581,8277300,University,43.659468,-79.402395,Entire home/apt,120.0,28,41,2023-04-08,0.33,1,0,4,4.93
190,1560504,3400584,Trinity-Bellwoods,43.64833,-79.40784,Entire home/apt,449.0,3,46,2024-01-01,0.37,1,329,11,4.91
191,1560977,8306299,Niagara,43.63744,-79.40523,Entire home/apt,170.0,28,425,2020-03-15,3.38,1,365,0,4.86
192,1562481,1816495,Waterfront Communities-The Island,43.64031,-79.38185,Entire home/apt,221.0,28,52,2017-06-26,0.43,3,0,0,4.78
193,1570103,8349056,Little Portugal,43.64524,-79.42693,Private room,60.0,29,109,2023-03-04,0.88,3,27,1,4.7
194,1578070,5559775,Waterfront Communities-The Island,43.64487,-79.39468,Entire home/apt,499.0,28,16,2019-08-15,0.13,1,178,0,4.67
195,1589014,2144852,Trinity-Bellwoods,43.6517,-79.41585,Entire home/apt,120.0,28,61,2020-04-14,0.93,1,0,0,4.85
196,1594005,6397676,Waterfront Communities-The Island,43.64625,-79.39106,Entire home/apt,271.0,2,126,2023-12-27,1.0,1,7,9,4.85
197,1604069,8546454,Birchcliffe-Cliffside,43.69348,-79.25967,Private room,125.0,3,450,2023-12-26,3.58,1,0,36,4.95
198,1610027,8569918,Yonge-Eglinton,43.70381,-79.40679,Entire home/apt,285.0,28,38,2023-08-17,0.3,34,147,4,4.54
199,1625412,2783292,Kensington-Chinatown,43.65311,-79.3906,Entire home/apt,130.0,85,37,2023-03-31,0.29,1,341,1,4.42
200,1631083,8569918,Yonge-Eglinton,43.70413,-79.40546,Private room,149.0,28,14,2023-11-19,0.11,34,112,4,5.0
201,1631386,4297691,Dovercourt-Wallace Emerson-Junction,43.66368,-79.44037,Private room,68.0,1,373,2024-01-04,2.97,2,340,108,4.79
202,1632898,8675040,Waterfront Communities-The Island,43.646,-79.3983,Entire home/apt,120.0,28,26,2020-04-03,0.54,2,0,0,4.92
203,1638995,8702985,Trinity-Bellwoods,43.65378,-79.4152,Entire home/apt,218.0,28,126,2023-08-23,1.37,10,363,3,4.98
204,1651958,6044009,North St.James Town,43.66823,-79.37906,Entire home/apt,155.0,6,157,2023-08-20,1.34,1,175,13,4.55
205,1652086,8569918,Yonge-Eglinton,43.70575,-79.40568,Private room,196.0,28,12,2023-12-01,0.1,34,252,2,4.75
206,1652220,8569918,Yonge-Eglinton,43.70583,-79.4054,Private room,129.0,28,23,2023-03-23,0.18,34,103,2,4.43
207,1668445,8569918,Yonge-Eglinton,43.70583,-79.40468,Entire home/apt,217.0,28,64,2023-07-28,0.52,34,87,3,4.5
208,1668582,8569918,Yonge-Eglinton,43.7037,-79.40507,Entire home/apt,225.0,28,68,2023-10-03,0.54,34,126,7,4.71
209,1673003,8856331,Lawrence Park North,43.73051,-79.40644,Entire home/apt,279.0,14,25,2023-08-12,0.2,1,152,2,5.0
210,1679070,70447,Waterfront Communities-The Island,43.63679,-79.3969,Entire home/apt,92.0,121,3,2016-07-14,0.02,1,62,0,5.0
