,id,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,rating
3750,25181598,164815285,L'Amoreaux,43.7996,-79.29922,Private room,60.0,28,11,2018-10-14,0.16,10,364,0,4.64
3751,25192161,150609715,Islington-City Centre West,43.64032149846096,-79.53753093,Entire home/apt,130.0,28,134,2023-11-04,1.98,1,0,26,4.99
3752,25193019,190361034,York University Heights,43.76141,-79.50331,Private room,232.0,28,6,2019-08-15,0.09,1,0,0,5.0
3753,25212559,115442293,Niagara,43.6386,-79.4006,Entire home/apt,528.0,28,5,2022-08-01,0.08,6,269,0,5.0
3754,25229264,19490351,Waterfront Communities-The Island,43.64693,-79.39281,Entire home/apt,300.0,8,5,2023-05-28,0.19,1,16,3,5.0
3755,25250805,74285568,Yonge-Eglinton,43.70733,-79.40215,Entire home/apt,124.0,28,74,2020-11-08,1.23,1,254,0,4.96
3756,25253946,79755112,Kensington-Chinatown,43.65055,-79.40333,Entire home/apt,184.0,2,173,2024-01-06,2.54,1,5,30,4.9
3757,25264127,190871685,Waterfront Communities-The Island,43.64023,-79.3969,Entire home/apt,321.0,2,75,2024-01-01,1.11,1,0,29,4.89
3758,25266223,156829209,Annex,43.66601,-79.41686,Entire home/apt,120.0,31,28,2019-12-28,0.42,1,0,0,4.96
3759,25277956,99807446,Highland Creek,43.79106,-79.18337,Private room,120.0,28,1,2018-05-31,0.01,3,0,0,1.5
3760,25288923,191033540,Maple Leaf,43.71415,-79.47955,Entire home/apt,120.0,28,47,2020-03-25,0.69,1,0,0,4.89
3761,25290601,191028907,Cliffcrest,43.73639,-79.22988,Private room,75.0,1,24,2023-12-31,3.32,2,150,24,4.92
3762,25294111,191068536,Waterfront Communities-The Island,43.64222,-79.39893,Entire home/apt,193.0,1,216,2023-12-11,3.22,1,310,46,4.92
3763,25294738,120948400,Bay Street Corridor,43.65889,-79.38504,Private room,120.0,28,3,2018-06-14,0.04,1,0,0,4.0
3764,25295816,187539713,West Humber-Clairville,43.72184,-79.58475,Entire home/apt,950.0,7,17,2022-08-23,0.25,3,90,0,4.82
3765,25306646,1614087,Moss Park,43.6522,-79.3708,Entire home/apt,144.0,28,33,2023-12-03,0.5,1,328,2,4.97
3766,25339505,140142413,Oakwood Village,43.69173,-79.43814,Entire home/apt,120.0,28,51,2022-05-01,0.75,1,0,0,4.92
3767,25347240,123140048,South Parkdale,43.64057,-79.42428,Private room,120.0,28,1,2018-07-09,0.01,2,0,0,4.85
3768,25365961,184831867,East End-Danforth,43.68356,-79.29498,Entire home/apt,120.0,28,35,2020-03-17,0.63,2,0,0,4.57
3769,25379560,2433781,Mount Pleasant East,43.70114,-79.38048,Entire home/apt,120.0,28,5,2020-06-20,0.08,1,0,0,4.8
3770,25397695,7122687,Dovercourt-Wallace Emerson-Junction,43.66696,-79.44459,Entire home/apt,120.0,28,8,2018-08-31,0.12,1,0,0,3.75
3771,25404003,191773984,O'Connor-Parkview,43.71342,-79.30013,Entire home/apt,120.0,28,24,2019-08-21,0.35,1,0,0,4.38
3772,25412215,39869023,Niagara,43.63853738258693,-79.41650184,Entire home/apt,175.0,2,94,2023-10-01,1.39,1,6,15,4.9
3773,25422721,130983449,Willowridge-Martingrove-Richview,43.6808,-79.57146,Private room,60.0,28,37,2019-03-01,0.54,1,226,0,4.38
3774,25425027,16879664,Greenwood-Coxwell,43.67315837854134,-79.32815051,Entire home/apt,110.0,28,241,2023-12-23,3.56,1,178,3,4.6
3775,25427559,12931053,Palmerston-Little Italy,43.65797,-79.42113,Entire home/apt,2000.0,28,65,2019-09-24,0.95,2,89,0,4.85
3776,25428477,3745485,Church-Yonge Corridor,43.66906,-79.3806,Entire home/apt,120.0,90,3,2018-06-29,0.04,1,0,0,5.0
3777,25441671,191919805,Newtonbrook West,43.78051,-79.42309,Private room,54.0,28,31,2020-02-29,0.46,3,170,0,4.87
3778,25461539,192196322,Dovercourt-Wallace Emerson-Junction,43.66314,-79.44268,Entire home/apt,120.0,28,44,2020-07-31,0.65,1,67,0,4.66
3779,25475941,117056576,Waterfront Communities-The Island,43.6482,-79.39178,Entire home/apt,130.0,60,175,2023-04-30,2.57,2,179,1,4.74
3780,25476703,137701267,Morningside,43.77476,-79.21084,Private room,65.0,3,14,2023-10-16,0.26,5,365,8,4.86
3781,25478314,98814552,Trinity-Bellwoods,43.65442,-79.4106,Entire home/apt,120.0,28,10,2018-07-08,0.15,1,0,0,4.4
3782,25486045,105849061,Roncesvalles,43.64071,-79.44282,Entire home/apt,120.0,28,6,2018-07-30,0.09,1,0,0,4.5
3783,25486124,4616567,Annex,43.67112,-79.3933,Entire home/apt,83.0,90,79,2023-08-25,1.17,1,259,20,4.95
3784,25505639,21382885,Moss Park,43.65404,-79.36983,Entire home/apt,82.0,28,67,2023-07-14,1.01,3,67,2,4.33
3785,25508000,512044740,Waterfront Communities-The Island,43.6421649,-79.3816248,Entire home/apt,152.0,28,181,2023-11-30,2.66,1,113,46,4.89
3786,25509408,100510038,South Riverdale,43.66075402232657,-79.33309262,Entire home/apt,224.0,3,9,2024-01-02,1.19,1,315,9,5.0
3787,25517185,579683,Trinity-Bellwoods,43.64875,-79.40575,Entire home/apt,65.0,28,75,2023-09-02,1.1,5,343,4,4.28
3788,25517637,145171074,Bay Street Corridor,43.65155,-79.38314,Private room,120.0,28,6,2018-07-20,0.09,1,0,0,4.67
3789,25546614,2523299,Waterfront Communities-The Island,43.64073,-79.38004,Entire home/apt,85.0,180,1,2018-08-05,0.02,1,89,0,4.85
3790,25550382,22301317,Willowdale West,43.76892,-79.41933,Private room,70.0,1,72,2023-12-23,1.09,3,178,21,4.85
3791,25556410,21857005,Newtonbrook East,43.78451,-79.39722,Private room,120.0,28,1,2018-06-30,0.01,2,0,0,4.85
3792,25567539,182838537,Moss Park,43.65118,-79.36724,Entire home/apt,182.0,28,13,2018-08-24,0.19,1,90,0,4.85
3793,25574659,2745245,Trinity-Bellwoods,43.64808,-79.41664,Entire home/apt,200.0,2,149,2023-10-28,2.19,1,0,36,4.81
3794,25608798,40064049,Rexdale-Kipling,43.71577,-79.5653,Private room,41.0,30,56,2022-12-02,0.84,3,364,0,4.93
3795,25614354,173910681,Little Portugal,43.64979,-79.42922,Entire home/apt,120.0,28,1,2018-07-22,0.02,1,0,0,4.85
3796,25619854,5162168,Dovercourt-Wallace Emerson-Junction,43.66596,-79.4544,Entire home/apt,120.0,28,4,2018-09-12,0.06,1,0,0,5.0
3797,25626729,192560924,Church-Yonge Corridor,43.66131,-79.38026,Private room,120.0,28,5,2019-06-09,0.07,2,0,0,4.0
3798,25627807,192560924,Church-Yonge Corridor,43.66127,-79.38036,Private room,120.0,28,12,2019-08-05,0.18,2,0,0,4.5
3799,25630760,82208024,Lansing-Westgate,43.75862884521485,-79.41962433,Private room,120.0,28,106,2023-11-15,1.63,6,0,24,4.75
3800,25658963,66526318,Malvern,43.79429,-79.23659,Entire home/apt,150.0,1,51,2023-08-20,2.76,1,111,30,4.82
3801,25662483,185869909,Yonge-Eglinton,43.71005,-79.40711,Entire home/apt,120.0,28,6,2018-08-15,0.09,2,0,0,4.83
3802,25663882,42206816,South Riverdale,43.66263,-79.33293,Entire home/apt,115.0,28,99,2023-11-15,1.47,2,71,5,4.69
3803,25671859,52055429,Mount Pleasant East,43.70355,-79.3878,Entire home/apt,120.0,28,6,2019-09-01,0.1,1,0,0,5.0
3804,25678483,191919805,Newtonbrook West,43.78201,-79.42468,Private room,45.0,28,72,2023-12-21,1.06,3,97,4,4.83
3805,25680116,33528579,Greenwood-Coxwell,43.68053,-79.32388,Entire home/apt,191.0,28,69,2023-11-01,1.02,2,357,2,4.88
3806,25684935,190370345,Steeles,43.81281,-79.33507,Entire home/apt,128.0,28,74,2022-10-04,1.1,2,365,0,4.51
3807,25720243,193455771,East End-Danforth,43.68963,-79.29793,Entire home/apt,129.0,3,119,2023-10-17,1.8,1,167,26,4.84
3808,25728098,84721968,Roncesvalles,43.64516,-79.44499,Entire home/apt,75.0,28,66,2023-11-30,0.98,15,348,6,4.88
3809,25734776,143311610,Little Portugal,43.64896,-79.43053,Entire home/apt,112.0,30,41,2022-10-31,0.61,1,151,0,4.66
3810,25737684,193518084,Dovercourt-Wallace Emerson-Junction,43.66685,-79.42945,Entire home/apt,120.0,28,37,2020-11-27,0.57,1,0,0,4.89
3811,25740694,193516390,Long Branch,43.59775,-79.52708,Entire home/apt,80.0,28,23,2021-08-28,0.34,3,0,0,4.83
3812,25766845,9836798,Regent Park,43.65799,-79.36341,Entire home/apt,200.0,28,95,2020-06-02,1.41,2,10,0,4.94
3813,25769216,28284909,O'Connor-Parkview,43.71443,-79.30097,Entire home/apt,101.0,28,3,2020-06-02,0.05,12,157,0,3.67
3814,25769812,95281504,Palmerston-Little Italy,43.66112,-79.41535,Entire home/apt,90.0,28,28,2019-09-22,0.41,1,365,0,4.54
3815,25778999,158449273,Cliffcrest,43.72293,-79.23199,Entire home/apt,130.0,28,30,2023-12-01,0.44,1,365,1,4.8
3816,25779097,103277486,Woburn,43.76026,-79.23312,Private room,51.0,28,120,2022-04-29,1.77,1,360,0,4.73
3817,25783353,193771856,Woodbine Corridor,43.67611,-79.31037,Entire home/apt,130.0,28,50,2023-09-03,0.75,1,225,4,4.84
3818,25800798,55430413,Dovercourt-Wallace Emerson-Junction,43.6603832,-79.450454,Entire home/apt,120.0,30,172,2023-11-12,2.54,3,114,37,4.78
3819,25804892,4140598,Waterfront Communities-The Island,43.65015,-79.36486,Private room,65.0,92,1,2019-06-29,0.02,3,83,0,4.85
3820,25812106,193963567,South Riverdale,43.65892,-79.33803,Entire home/apt,208.0,28,12,2023-08-06,0.25,1,365,2,4.92
3821,25814982,80369796,Playter Estates-Danforth,43.68001,-79.35819,Entire home/apt,80.0,28,25,2023-10-06,0.37,4,89,4,4.28
3822,25832723,191776290,Malvern,43.81234,-79.22485,Private room,36.0,28,12,2023-08-31,0.23,2,67,2,4.67
3823,25834760,94348323,Humewood-Cedarvale,43.69303,-79.43081,Private room,120.0,28,3,2019-08-11,0.05,1,0,0,4.67
3824,25836131,42298818,Junction Area,43.66573,-79.47481,Entire home/apt,227.0,28,4,2023-11-02,0.26,1,30,2,5.0
3825,25840342,194153970,Clairlea-Birchmount,43.70791,-79.28357,Entire home/apt,120.0,30,22,2019-08-05,0.33,1,0,0,4.82
3826,25842884,18747599,Rosedale-Moore Park,43.6731,-79.38424,Entire home/apt,120.0,28,23,2018-11-24,0.34,1,0,0,4.61
3827,25843793,194181681,Waterfront Communities-The Island,43.64258,-79.37847,Entire home/apt,180.0,28,36,2020-03-05,0.54,1,0,0,4.94
3828,25843940,175529316,Weston,43.69803,-79.51321,Private room,100.0,28,8,2019-09-30,0.12,2,179,0,4.25
3829,25845878,84740394,Newtonbrook East,43.79071558099779,-79.40255142,Private room,120.0,28,6,2023-09-30,0.09,1,0,1,5.0
3830,25868380,23194639,Eglinton East,43.74837,-79.23939,Entire home/apt,164.0,28,1,2021-06-01,0.03,1,171,0,4.85
3831,25869490,17221001,Waterfront Communities-The Island,43.63869,-79.39885,Entire home/apt,446.0,2,37,2023-09-30,0.55,1,89,1,4.84
3832,25870364,194364161,Dovercourt-Wallace Emerson-Junction,43.66234,-79.45271,Entire home/apt,120.0,28,23,2019-08-26,0.34,1,0,0,4.7
3833,25872744,194392795,Caledonia-Fairbank,43.69482,-79.45171,Entire home/apt,65.0,28,180,2024-01-02,2.68,1,167,6,4.84
3834,25873639,85507924,Trinity-Bellwoods,43.65087,-79.40622,Private room,139.0,28,15,2019-09-02,0.22,6,365,0,4.67
3835,25881397,194467891,Woodbine Corridor,43.67887,-79.31094,Entire home/apt,111.0,1,133,2023-12-28,1.98,1,342,20,4.89
3836,25892515,194562487,Oakwood Village,43.69179,-79.43755,Entire home/apt,65.0,28,27,2021-10-25,0.4,1,126,0,4.93
3837,25894293,194578313,Old East York,43.70037,-79.31916,Entire home/apt,120.0,28,80,2023-10-09,1.19,1,176,44,4.68
3838,25904215,109770464,Waterfront Communities-The Island,43.64385,-79.39182,Entire home/apt,14.0,28,83,2024-01-04,1.26,1,2,8,4.96
3839,25914624,151604271,Casa Loma,43.68029,-79.40579,Entire home/apt,264.0,29,21,2022-05-29,0.34,1,178,0,5.0
3840,25915850,2779481,Little Portugal,43.65056,-79.43154,Entire home/apt,275.0,28,1,2018-06-30,0.01,1,87,0,4.85
3841,25918164,68654686,Bedford Park-Nortown,43.72856,-79.41627,Entire home/apt,120.0,3,9,2022-08-16,0.13,1,0,0,5.0
3842,25920158,22119979,Waterfront Communities-The Island,43.64031,-79.38262,Entire home/apt,120.0,28,9,2018-07-24,0.13,1,0,0,5.0
3843,25962765,139762710,Don Valley Village,43.7871,-79.36568,Entire home/apt,120.0,28,7,2018-09-24,0.1,10,0,0,2.86
3844,25971520,192511923,O'Connor-Parkview,43.70105,-79.29707,Entire home/apt,70.0,28,8,2019-07-12,0.12,1,88,0,5.0
3845,25973898,195222099,Cliffcrest,43.73211,-79.22507,Private room,400.0,45,6,2018-11-06,0.09,1,0,0,4.33
3846,25979925,16479090,Waterfront Communities-The Island,43.63971,-79.39754,Entire home/apt,150.0,28,1,2018-08-06,0.02,2,78,0,4.85
3847,26008743,43960839,East End-Danforth,43.68265,-79.29502,Private room,75.0,28,1,2018-08-08,0.02,1,0,0,4.85
3848,26008774,187782980,Mount Pleasant West,43.70128,-79.39565,Entire home/apt,98.0,28,78,2023-10-27,1.19,2,58,4,4.76
3849,26012060,23817778,Mount Pleasant West,43.70904,-79.39512,Entire home/apt,120.0,28,2,2018-07-22,0.03,1,0,0,4.85
3850,26028934,179430203,Waterfront Communities-The Island,43.64482,-79.3918,Entire home/apt,178.0,1,30,2023-10-26,1.83,1,354,15,4.87
3851,26028947,65413422,Alderwood,43.59524,-79.54687,Entire home/apt,50.0,28,35,2022-07-31,0.52,1,301,0,4.57
3852,26029311,106246101,Waterfront Communities-The Island,43.64521,-79.38976,Entire home/apt,270.0,28,52,2023-06-14,0.78,1,89,1,4.94
3853,26036681,54004652,Dufferin Grove,43.65281577,-79.43140722,Private room,75.0,28,74,2023-08-31,1.11,1,281,4,4.69
3854,26038481,195692279,Waterfront Communities-The Island,43.63949,-79.40009,Entire home/apt,199.0,28,3,2018-07-29,0.04,1,0,0,5.0
3855,26040636,65395431,Kensington-Chinatown,43.65871,-79.39559,Entire home/apt,122.0,1,40,2023-12-16,0.62,1,80,9,4.95
3856,26042659,98407572,Greenwood-Coxwell,43.66304,-79.32618,Private room,47.0,28,279,2023-11-20,4.13,4,0,82,4.88
3857,26064773,53366490,Mount Pleasant West,43.69917,-79.38888,Entire home/apt,120.0,28,3,2018-09-03,0.04,1,0,0,5.0
3858,26065294,122449416,South Parkdale,43.6361,-79.42698,Private room,120.0,28,2,2018-09-22,0.03,1,0,0,4.85
3859,26083338,77693293,South Parkdale,43.63835,-79.42794,Private room,120.0,28,88,2019-11-20,1.33,1,0,0,4.49
3860,26098882,92357210,Willowdale West,43.77792,-79.42049,Private room,36.0,30,38,2023-11-11,0.56,5,29,3,4.84
3861,26102101,24902175,Annex,43.67148,-79.40934,Private room,80.0,2,231,2023-12-29,3.42,1,0,53,4.95
3862,26107494,50610533,Humewood-Cedarvale,43.68291,-79.42557,Entire home/apt,251.0,28,19,2020-07-30,0.29,5,43,0,4.58
3863,26109237,98936688,Newtonbrook East,43.78657,-79.40682,Entire home/apt,80.0,28,41,2022-11-12,0.61,1,9,0,4.56
3864,26138287,22932234,Cabbagetown-South St.James Town,43.66581,-79.36531,Entire home/apt,98.0,45,32,2023-09-20,0.49,4,252,4,4.91
3865,26138370,47945427,Niagara,43.63566,-79.40508,Entire home/apt,112.0,28,84,2023-12-01,1.31,1,365,6,4.96
3866,26152795,20212910,Bendale,43.75757,-79.26136,Entire home/apt,120.0,28,33,2020-03-05,0.5,3,0,0,4.48
3867,26163146,15692343,Waterfront Communities-The Island,43.64486,-79.39347,Entire home/apt,175.0,28,13,2019-07-01,0.19,1,0,0,4.92
3868,26167697,25660537,Mount Pleasant East,43.70828,-79.37921,Entire home/apt,74.0,28,37,2022-12-05,0.64,3,85,0,4.84
3869,26168393,53023793,High Park-Swansea,43.64973,-79.47572,Entire home/apt,85.0,28,56,2023-04-02,0.86,1,0,2,4.95
3870,26170163,196708049,Church-Yonge Corridor,43.66859,-79.3847,Entire home/apt,120.0,28,15,2018-08-18,0.22,1,0,0,4.27
3871,26170714,185538321,Junction Area,43.66525,-79.47236,Private room,99.0,28,18,2019-07-22,0.27,3,180,0,4.0
3872,26183203,67672523,Moss Park,43.65458791,-79.36103252,Entire home/apt,409.0,2,166,2024-01-01,2.5,1,321,37,4.99
3873,26197001,42369705,South Parkdale,43.64069,-79.4246,Entire home/apt,120.0,28,17,2019-01-01,0.26,1,0,0,4.88
3874,26201543,846505,Church-Yonge Corridor,43.6679,-79.38545,Entire home/apt,120.0,28,114,2023-05-16,1.73,50,0,4,4.75
3875,26209256,8785400,Cabbagetown-South St.James Town,43.6652378,-79.3619889,Entire home/apt,85.0,3,2,2024-01-03,1.02,1,0,2,4.85
3876,26214070,90115034,High Park-Swansea,43.63904,-79.47819,Private room,50.0,28,47,2023-12-01,0.7,10,179,4,4.94
3877,26217344,96693289,Black Creek,43.77466,-79.52102,Private room,57.0,31,2,2018-10-04,0.03,11,365,0,4.85
3878,26220509,9232928,South Parkdale,43.64194,-79.42964,Entire home/apt,120.0,28,15,2019-10-21,0.22,1,0,0,5.0
3879,26230502,23199693,Willowdale West,43.77365862938613,-79.4391859,Entire home/apt,149.0,28,99,2023-12-22,1.48,2,214,4,4.77
3880,26232864,197146087,Mimico (includes Humber Bay Shores),43.62608,-79.4789,Entire home/apt,125.0,180,1,2018-08-25,0.02,1,178,0,4.85
3881,26233681,197154199,Bay Street Corridor,43.65586,-79.38527,Entire home/apt,120.0,28,33,2019-10-04,0.49,3,0,0,4.48
3882,26234812,103843732,Broadview North,43.69035,-79.35313,Shared room,25.0,28,3,2019-09-18,0.04,2,0,0,5.0
3883,26234821,103843732,Broadview North,43.68899,-79.35292,Entire home/apt,80.0,28,8,2020-04-18,0.12,2,0,0,4.75
3884,26251765,5740844,Trinity-Bellwoods,43.6547,-79.42096,Entire home/apt,65.0,28,2,2019-10-14,0.03,1,0,0,4.85
3885,26256271,197353508,Willowdale East,43.75797,-79.4051,Private room,120.0,28,2,2018-07-22,0.03,1,0,0,4.85
3886,26259599,5631503,Woburn,43.77383,-79.22084,Entire home/apt,120.0,28,5,2018-11-30,0.08,1,0,0,4.6
3887,26259969,90115034,High Park-Swansea,43.63905,-79.47588,Private room,41.0,28,52,2023-12-09,0.77,10,164,2,4.88
3888,26260375,90115034,High Park-Swansea,43.64023,-79.47585,Private room,69.0,28,42,2023-11-23,0.63,10,89,3,4.81
3889,26275695,153036692,Islington-City Centre West,43.62266,-79.52065,Entire home/apt,120.0,28,14,2021-12-11,0.21,1,0,0,4.93
3890,26276283,136724699,Humewood-Cedarvale,43.68483,-79.42829,Entire home/apt,102.0,28,23,2023-11-01,0.35,3,107,5,5.0
3891,26279901,72957392,Parkwoods-Donalda,43.76473,-79.34354,Private room,120.0,28,7,2018-08-19,0.1,1,0,0,4.43
3892,26287319,197632896,West Humber-Clairville,43.72001,-79.58383,Private room,26.0,28,7,2019-12-01,0.11,1,0,0,4.14
3893,26302438,110037459,Old East York,43.69694,-79.34365,Private room,120.0,28,5,2019-11-15,0.09,1,0,0,5.0
3894,26328166,86338805,Palmerston-Little Italy,43.66273,-79.41972,Entire home/apt,120.0,30,5,2018-08-20,0.07,1,0,0,4.8
3895,26329923,117938405,Waterfront Communities-The Island,43.64739,-79.39311,Entire home/apt,120.0,28,5,2019-06-23,0.08,5,0,0,5.0
3896,26330298,102873691,Willowdale East,43.77189,-79.4133,Private room,120.0,28,2,2018-07-24,0.03,1,0,0,4.85
3897,26340368,81151274,Waterfront Communities-The Island,43.64185,-79.38062,Entire home/apt,159.0,28,216,2023-08-09,3.27,1,151,4,4.68
3898,26348407,92635593,Annex,43.67349,-79.40258,Private room,70.0,28,9,2020-07-17,0.16,3,363,0,4.67
3899,26355178,74582,University,43.66173,-79.40951,Private room,67.0,28,66,2023-09-30,0.98,4,365,2,4.67
3900,26366179,102145933,Woodbine-Lumsden,43.69127,-79.30436,Private room,125.0,28,8,2020-01-22,0.13,1,90,0,4.75
3901,26367697,270908954,Newtonbrook East,43.78304,-79.40403,Private room,39.0,30,21,2023-12-07,0.37,2,66,4,4.43
3902,26383614,198393365,High Park-Swansea,43.6398,-79.45193,Private room,71.0,1,201,2024-01-01,2.99,4,342,75,4.89
3903,26391198,134908924,Niagara,43.64407,-79.41046,Private room,120.0,28,3,2018-10-01,0.05,2,0,0,5.0
3904,26395861,71594994,Guildwood,43.74681854248047,-79.20827484,Private room,65.0,2,45,2022-10-22,0.67,4,341,0,4.51
3905,26398979,198303504,Bay Street Corridor,43.66469,-79.38763,Private room,120.0,28,5,2018-07-24,0.07,1,0,0,4.6
3906,26401035,152638030,Agincourt North,43.81362,-79.27622,Entire home/apt,120.0,28,6,2018-10-03,0.09,5,0,0,3.5
3907,26405219,7308152,Cabbagetown-South St.James Town,43.66491,-79.36067,Entire home/apt,298.0,1,96,2023-12-22,1.43,1,117,34,4.99
3908,26413622,3018367,Waterfront Communities-The Island,43.644,-79.37985,Private room,120.0,28,9,2018-08-18,0.13,1,0,0,4.78
3909,26426102,152638030,Agincourt North,43.81458,-79.27635,Private room,120.0,28,6,2018-09-18,0.09,5,0,0,3.33
3910,26430084,40129122,Cabbagetown-South St.James Town,43.66266924037087,-79.37600733,Private room,39.0,28,86,2023-10-31,1.39,11,75,34,4.23
3911,26430089,10202618,Waterfront Communities-The Island,43.6421,-79.37973,Entire home/apt,252.0,28,8,2019-11-30,0.12,40,0,0,4.63
3912,26440800,117938405,Bay Street Corridor,43.64968,-79.38327,Entire home/apt,120.0,28,41,2020-01-25,0.61,5,0,0,4.63
3913,26442366,7901401,Waterfront Communities-The Island,43.64286,-79.38073,Entire home/apt,20.0,28,86,2023-12-01,1.34,1,311,7,4.98
3914,26445173,120262823,Waterfront Communities-The Island,43.64464188,-79.3889389,Entire home/apt,150.0,1,264,2023-11-19,3.94,1,0,37,4.68
3915,26456004,94325307,Palmerston-Little Italy,43.65883,-79.40954,Private room,45.0,28,54,2023-08-15,0.81,3,91,5,4.78
3916,26461874,467690,South Parkdale,43.63685,-79.44035,Private room,120.0,28,1,2020-07-13,0.02,1,0,0,4.85
3917,26471757,4888997,Stonegate-Queensway,43.63358,-79.48704,Entire home/apt,120.0,28,2,2018-08-17,0.03,1,0,0,4.85
3918,26474360,187471657,Newtonbrook East,43.79436,-79.41078,Entire home/apt,98.0,28,28,2023-11-22,0.42,1,58,1,4.89
3919,26489621,64470479,Trinity-Bellwoods,43.65114,-79.41255,Private room,99.0,1,148,2023-12-07,2.2,2,97,19,4.74
3920,26492584,191447376,North St.James Town,43.66673,-79.37527,Private room,120.0,28,5,2018-09-23,0.08,1,0,0,4.8
3921,26501248,44450490,Woburn,43.76504,-79.2487,Entire home/apt,120.0,28,36,2020-01-26,0.54,2,1,0,4.44
3922,26529239,35033640,East End-Danforth,43.68155,-79.30015,Entire home/apt,120.0,28,2,2018-08-06,0.03,1,0,0,4.85
3923,26529369,128472439,Kensington-Chinatown,43.65369,-79.3955,Entire home/apt,280.0,28,18,2023-10-28,0.27,1,0,1,4.72
3924,26551803,38749053,Waterfront Communities-The Island,43.64282,-79.37839,Entire home/apt,300.0,28,2,2018-09-27,0.03,1,180,0,4.85
3925,26555136,3799181,Dufferin Grove,43.65578,-79.43633,Entire home/apt,115.0,28,35,2020-03-31,0.52,4,0,0,4.89
3926,26555342,4621779,Waterfront Communities-The Island,43.64685,-79.39056,Entire home/apt,120.0,28,6,2018-09-15,0.09,1,0,0,4.67
3927,26561518,24236066,Willowdale East,43.7752,-79.41396,Entire home/apt,120.0,28,1,2018-09-09,0.02,1,0,0,4.85
3928,26562441,3799181,Dufferin Grove,43.65417,-79.43654,Entire home/apt,122.0,28,16,2023-11-28,0.24,4,63,1,4.94
3929,26563614,40057396,Islington-City Centre West,43.60823,-79.55642,Private room,70.0,30,4,2019-03-09,0.06,1,180,0,5.0
3930,26563646,84721968,Roncesvalles,43.64717,-79.44294,Entire home/apt,79.0,28,56,2023-11-25,0.85,15,360,6,4.8
3931,26569660,199790529,Waterfront Communities-The Island,43.64856,-79.39086,Entire home/apt,199.0,28,31,2023-09-19,0.48,1,0,1,4.9
3932,26570250,60105817,Church-Yonge Corridor,43.64876,-79.3755,Entire home/apt,150.0,180,21,2023-11-16,0.31,1,362,3,4.86
3933,26570536,17011679,Niagara,43.64244,-79.41203,Entire home/apt,350.0,28,5,2019-08-18,0.08,1,0,0,5.0
3934,26574099,136671442,Tam O'Shanter-Sullivan,43.78167,-79.29214,Private room,60.0,30,20,2023-12-01,0.3,5,90,5,4.75
3935,26588202,52768970,Waterfront Communities-The Island,43.63817,-79.38853,Private room,120.0,28,6,2018-07-21,0.09,1,0,0,4.5
3936,26594843,184492150,Steeles,43.80879,-79.32524,Private room,120.0,28,1,2018-08-07,0.02,4,0,0,4.85
3937,26595076,184492150,Steeles,43.81092,-79.32443,Private room,120.0,28,3,2018-09-30,0.05,4,0,0,4.67
3938,26595199,184492150,Steeles,43.80923,-79.32411,Private room,120.0,28,2,2018-08-05,0.03,4,0,0,4.85
3939,26606151,29711069,Waterfront Communities-The Island,43.64178,-79.39279,Entire home/apt,156.0,30,67,2021-10-01,1.0,2,330,0,4.93
3940,26640546,201285280,Trinity-Bellwoods,43.65225,-79.40743,Private room,120.0,28,1,2018-08-06,0.02,1,0,0,4.85
3941,26662976,141166875,Kingsview Village-The Westway,43.697036103777286,-79.53573375,Private room,91.0,1,300,2023-12-26,4.49,3,302,123,4.93
3942,26686217,32609441,Dovercourt-Wallace Emerson-Junction,43.66317,-79.44462,Entire home/apt,75.0,28,50,2023-07-26,0.76,2,31,4,4.66
3943,26687422,139762710,Don Valley Village,43.787,-79.36698,Private room,120.0,28,2,2018-09-29,0.03,10,0,0,4.85
3944,26689750,139762710,Don Valley Village,43.78723,-79.36558,Private room,120.0,28,5,2018-10-06,0.08,10,0,0,4.4
3945,26692150,19411473,North Riverdale,43.66876,-79.34821,Entire home/apt,120.0,28,10,2019-09-02,0.15,2,0,0,5.0
3946,26704740,200791197,Bay Street Corridor,43.6535,-79.38435,Entire home/apt,120.0,28,3,2018-08-15,0.04,2,0,0,5.0
3947,26706078,200791197,Bay Street Corridor,43.66342,-79.38558,Private room,120.0,28,7,2018-08-18,0.11,2,0,0,4.14
3948,26708543,102149,Niagara,43.63534,-79.40087,Entire home/apt,150.0,28,1,2018-09-10,0.02,1,0,0,4.85
3949,26718700,4011001,Danforth,43.68644,-79.32635,Entire home/apt,120.0,28,39,2023-10-13,0.59,1,177,3,4.9
3950,26730611,89935433,West Hill,43.76907,-79.17682,Entire home/apt,190.0,3,18,2023-11-01,0.65,1,178,8,4.67
3951,26741198,201074813,Waterfront Communities-The Island,43.63903,-79.38286,Entire home/apt,93.0,28,42,2020-03-01,0.64,1,0,0,4.98
3952,26741649,201078255,Church-Yonge Corridor,43.65534,-79.37993,Entire home/apt,69.0,2,114,2023-12-24,1.78,1,113,27,4.77
3953,26742233,69342472,Waterfront Communities-The Island,43.64676,-79.38915,Entire home/apt,120.0,28,3,2018-08-05,0.05,2,0,0,5.0
3954,26742439,177150883,Moss Park,43.6615,-79.36818,Entire home/apt,73.0,28,54,2023-11-11,0.81,3,2,4,4.78
