,id,name,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,rating
11659,693481810889448727,Townhouse in Toronto · 2 bedrooms · 2 beds · 2 baths,475000391,Junction Area,43.672078207862434,-79.47696069,Entire home/apt,280.0,28,2,2023-09-16,0.27,1,80,2,4.85
11660,693487569410467026,casa particular in Toronto · 1 bedroom · 1 bed · 1.5 shared baths,473080638,Humbermede,43.74859,-79.54503,Private room,120.0,28,0,,0.625,3,365,0,1.5
11661,693490964398319319,casa particular in Toronto · 1 bedroom · 1 bed · 1.5 shared baths,473080638,Humbermede,43.74857,-79.54644,Private room,120.0,28,0,,0.625,3,365,0,1.5
11662,693658249956976889,Villa in Toronto · ★4.81 · 6 bedrooms · 6 beds · 6 baths,475041591,Newtonbrook East,43.7978034,-79.3978877,Entire home/apt,799.0,1,43,2023-12-10,2.67,1,179,19,4.81
11663,693672371395961454,Home in Toronto · ★4.78 · 1 bedroom · 1 bed · 1 private bath,48844816,Rosedale-Moore Park,43.6890958,-79.3919774,Private room,156.0,1,68,2023-12-29,4.08,3,0,45,4.78
11664,693685255773143762,Guest suite in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 bath,11004800,Stonegate-Queensway,43.6308,-79.48731,Entire home/apt,69.0,28,7,2023-12-16,0.46,4,59,6,5.0
11665,693707851863830543,Guest suite in Toronto · ★5.0 · 2 bedrooms · 2 beds · 1 private bath,50691844,Eringate-Centennial-West Deane,43.64567,-79.58275,Private room,235.0,3,44,2023-11-27,2.66,1,180,28,5.0
11666,694021994903489289,Guest suite in Toronto · ★4.74 · 1 bedroom · 1 bed · 1 bath,475108576,Willowridge-Martingrove-Richview,43.6859541,-79.55106,Entire home/apt,126.0,2,31,2023-12-08,1.92,1,90,22,4.74
11667,694076745729625354,Townhouse in Toronto · ★4.45 · 1 bedroom · 1 bed · 1 private bath,197710729,Cabbagetown-South St.James Town,43.66703301756756,-79.3727593,Private room,70.0,2,28,2024-01-01,4.29,1,0,28,4.45
11668,694098615540153145,Guest suite in Toronto · ★4.91 · 1 bedroom · 2 beds · 1 bath,164304819,Dovercourt-Wallace Emerson-Junction,43.66002,-79.44892,Entire home/apt,130.0,2,54,2024-01-07,3.29,1,239,34,4.91
11669,694140930563277441,Home in Toronto · ★4.0 · 1 bedroom · 1 bed · 1 bath,475145454,Weston,43.70458,-79.51767,Entire home/apt,5000.0,28,4,2022-12-26,0.27,1,365,0,4.0
11670,694153141281789433,Home in Toronto · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,475149151,Don Valley Village,43.78937,-79.36566,Private room,55.0,28,17,2023-06-06,1.01,4,64,5,5.0
11671,694182995621722108,Guest suite in East York · ★5.0 · 1 bedroom · 1 bed · 1 bath,10642927,O'Connor-Parkview,43.71006,-79.3184,Entire home/apt,130.0,28,4,2023-10-08,1.08,1,177,4,5.0
11672,694227143508738836,Home in Toronto · ★5.0 · 2 bedrooms · 3 beds · 2 baths,25132029,High Park-Swansea,43.6378773,-79.47062474,Entire home/apt,120.0,28,3,2023-05-31,0.23,1,0,2,5.0
11673,694319038317113060,Condo in Toronto · ★5.0 · 2 bedrooms · 1 bed · 1 private bath,438595717,Waterfront Communities-The Island,43.64256771,-79.38576471,Private room,271.0,28,12,2023-01-24,0.75,1,362,1,5.0
11674,694483410765836506,Rental unit in Toronto · 1 bedroom · 1 bed · 1 bath,67969666,High Park North,43.65477529,-79.4636768,Entire home/apt,194.0,28,0,,0.625,1,365,0,4.85
11675,694636348164285021,Home in Toronto · ★4.98 · 1 bedroom · 1 bed · 1 bath,293306466,Danforth,43.68245,-79.34454,Entire home/apt,123.0,2,43,2024-01-07,3.15,1,40,38,4.98
11676,694753006739530165,Rental unit in Toronto · ★4.96 · 2 bedrooms · 2 beds · 1 bath,29921575,Birchcliffe-Cliffside,43.69356,-79.26947,Entire home/apt,119.0,1,45,2024-01-01,3.32,1,134,42,4.96
11677,694802477855086967,Condo in Toronto · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,185720647,Black Creek,43.76847,-79.52012,Private room,65.0,1,17,2023-10-30,1.26,2,362,15,4.71
11678,694852506613378440,Condo in Toronto · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,23310500,Church-Yonge Corridor,43.65411,-79.37977,Entire home/apt,145.0,28,6,2023-11-11,0.38,11,199,4,5.0
11679,694858384504941922,Loft in Toronto · 2 bedrooms · 2 beds · 2 baths,21060896,Dovercourt-Wallace Emerson-Junction,43.6661862,-79.4498406,Entire home/apt,295.0,28,1,2023-12-10,1.0,2,363,1,4.85
11680,694881110429317665,Condo in Toronto · ★4.0 · 1 bedroom · 1 bed · 1 bath,350604772,Mimico (includes Humber Bay Shores),43.62362,-79.48305,Entire home/apt,118.0,28,4,2023-06-19,0.24,1,341,2,4.0
11681,694952914839582190,Condo in Toronto · 1 bedroom · 1 bed · 1 bath,22605035,South Parkdale,43.6404958,-79.4243601,Entire home/apt,120.0,28,1,2022-10-16,0.07,1,0,0,4.85
11682,694959090066551142,Rental unit in Toronto · ★4.77 · 1 bedroom · 2 beds · 2 baths,475335482,Mount Pleasant West,43.7071012,-79.3950551,Private room,299.0,2,61,2023-10-27,3.62,1,145,35,4.77
11683,694967993829413219,Condo in Toronto · ★New · 1 bedroom · 1 bed · 1 bath,26174158,Kensington-Chinatown,43.65115162340625,-79.38864302,Entire home/apt,140.0,30,0,,0.625,1,40,0,4.85
11684,695003547804025496,Home in Toronto · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,475149151,Don Valley Village,43.78879,-79.36731,Private room,120.0,28,8,2023-02-22,0.47,4,0,1,4.88
11685,695018870954679051,Guest suite in Toronto · ★4.75 · 1 bedroom · 2 beds · 1 bath,475353905,Clanton Park,43.7424,-79.45219,Entire home/apt,87.0,28,4,2023-12-15,0.26,1,365,2,4.75
11686,695019253611174589,Rental unit in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 bath,28587769,The Beaches,43.671270057601696,-79.30655011,Entire home/apt,59.0,28,8,2023-12-28,0.55,4,48,7,5.0
11687,695062319590229220,Condo in Toronto · ★5.0 · 1 bedroom · 2 beds · 1 bath,516206,Waterfront Communities-The Island,43.64954,-79.38948,Entire home/apt,100.0,30,4,2023-12-09,0.32,4,202,3,5.0
11688,695108705211920294,Rental unit in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,129487451,Humewood-Cedarvale,43.68379,-79.42236,Private room,51.0,28,7,2024-01-02,0.6,25,0,7,5.0
11689,695130682458561998,Bungalow in Toronto · 3 bedrooms · 3 beds · 2 baths,346301570,Victoria Village,43.73427,-79.31454,Entire home/apt,270.0,28,0,,0.625,6,365,0,4.85
11690,695144473851962659,Home in Toronto · 1 bedroom · 1 bed · 1.5 shared baths,310223515,Downsview-Roding-CFB,43.72652,-79.52123,Private room,38.0,30,0,,0.625,7,365,0,1.5
11691,695147391979989306,Home in Toronto · ★4.93 · 4 bedrooms · 4 beds · 3 baths,98361643,Bedford Park-Nortown,43.7348326,-79.4151543,Entire home/apt,211.0,28,57,2023-11-26,3.51,2,364,41,4.93
11692,695199658369641982,Condo in Toronto · ★5.0 · Studio · 1 bed · 1 bath,198885460,Waterfront Communities-The Island,43.64291,-79.38065,Entire home/apt,249.0,28,9,2023-11-26,1.99,1,75,9,5.0
11693,695256821953558105,Home in Toronto · ★4.75 · 1 bedroom · 1 bed · 1 private bath,408591534,Kensington-Chinatown,43.65031,-79.3974,Private room,90.0,28,4,2023-04-02,0.25,20,239,2,4.75
11694,695448038407082209,Home in Toronto · ★4.81 · 3 bedrooms · 3 beds · 1.5 baths,444647385,New Toronto,43.60471,-79.50089,Entire home/apt,137.0,28,42,2024-01-02,2.56,10,346,23,4.81
11695,695489068666600155,Rental unit in Toronto · Studio · 1 bed · 1 bath,361595437,Church-Yonge Corridor,43.66867,-79.38394,Entire home/apt,118.0,28,2,2023-08-28,0.16,1,365,1,4.85
11696,695506766450256037,Townhouse in Toronto · ★4.90 · 1 bedroom · 1 bed · 1 private bath,69111021,Niagara,43.64489,-79.41036,Private room,80.0,28,20,2024-01-06,1.23,3,92,14,4.9
11697,695594087654719595,Guest suite in Toronto · ★4.14 · 1 bedroom · 1 bed · 1 shared bath,463710504,Eglinton East,43.73732220390007,-79.2519738,Private room,54.0,28,7,2023-11-30,0.48,7,173,6,4.14
11698,695635690712554119,Home in Toronto · ★4.55 · 2 bedrooms · 3 beds · 1 private bath,48844816,Rosedale-Moore Park,43.6890958,-79.3919774,Private room,156.0,1,87,2024-01-02,5.22,3,358,63,4.55
11699,695647001413972430,Rental unit in Toronto · 1 bedroom · 2 beds · 1 shared bath,127684814,Waterfront Communities-The Island,43.63791,-79.38595,Shared room,177.0,28,0,,0.625,1,364,0,4.85
11700,695693966864025089,Condo in Toronto · 2 bedrooms · 2 beds · 2.5 baths,78674600,Clairlea-Birchmount,43.70915616,-79.29544101,Entire home/apt,140.0,28,0,,0.625,8,37,0,2.5
11701,695714565468691314,Condo in Toronto · ★4.95 · 1 bedroom · 2 beds · 1 bath,148409806,Waterfront Communities-The Island,43.644544,-79.389084,Entire home/apt,400.0,2,44,2023-11-18,2.65,1,340,31,4.95
11702,695758046882760980,Condo in Toronto · 1 bedroom · 1 bed · 1 bath,413664378,Bayview Village,43.76689,-79.38013,Entire home/apt,290.0,31,2,2023-06-16,0.16,13,365,1,4.85
11703,695793258238266334,Home in Toronto · 1 bedroom · 1 bed · 1.5 shared baths,255852642,Weston-Pellam Park,43.66996,-79.46211,Private room,120.0,28,0,,0.625,1,0,0,1.5
11704,695855631399791417,Home in Toronto · ★4.96 · 1 bedroom · 1 bed · 1 bath,12190053,Danforth East York,43.69087,-79.31627,Entire home/apt,123.0,2,55,2024-01-02,3.44,1,255,38,4.96
11705,696232337965523156,Condo in Toronto · 1 bedroom · 2 beds · 1 bath,27644977,Waterfront Communities-The Island,43.63754687769807,-79.39796374,Entire home/apt,160.0,90,0,,0.625,1,359,0,4.85
11706,696256774815505303,Guest suite in Toronto · ★4.81 · 1 bedroom · 1 bed · 1 bath,504537624,L'Amoreaux,43.7827012,-79.3188141,Entire home/apt,79.0,2,37,2023-11-30,2.3,1,256,22,4.81
11707,696316138286948016,Bungalow in Toronto · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,143098703,Mount Dennis,43.69097,-79.49569,Shared room,93.0,1,8,2023-10-22,0.52,7,24,1,5.0
11708,696330168012277022,Condo in Toronto · 1 bedroom · 2 beds · 1 bath,449934145,Waterfront Communities-The Island,43.64453,-79.39029,Entire home/apt,299.0,28,0,,0.625,1,365,0,4.85
11709,696341915665039126,Condo in Toronto · ★4.33 · 1 bedroom · 2 beds · 1 bath,51844656,Waterfront Communities-The Island,43.64313,-79.39148,Entire home/apt,184.0,2,12,2023-07-09,0.74,1,59,3,4.33
11710,696363770568945153,Home in Toronto · ★4.71 · 1 bedroom · 1 bed · 1 bath,152725249,Broadview North,43.686457353530926,-79.35171605,Private room,51.0,2,31,2024-01-04,4.84,4,13,31,4.71
11711,696407278180533419,Condo in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 bath,134799582,Annex,43.67092,-79.39519,Entire home/apt,103.0,28,8,2023-12-02,0.49,3,60,3,5.0
11712,696599690368177349,Home in Toronto · 3 bedrooms · 3 beds · 2 baths,19310553,Agincourt South-Malvern West,43.79345826666288,-79.27980849,Private room,240.0,2,2,2023-08-06,0.32,4,77,2,4.85
11713,696602542310304703,Rental unit in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 bath,1498613,Kensington-Chinatown,43.6487778,-79.4011833,Entire home/apt,125.0,28,7,2023-11-30,0.48,1,281,5,5.0
11714,696638535490228478,Condo in Toronto · 2 bedrooms · 2 beds · 2 baths,371300312,Waterfront Communities-The Island,43.64022,-79.39242,Entire home/apt,275.0,28,0,,0.625,1,363,0,4.85
11715,696957578565974616,Home in Toronto · 3 bedrooms · 4 beds · 2 baths,6521627,Danforth,43.68286,-79.33969,Entire home/apt,137.0,28,0,,0.625,2,289,0,4.85
11716,696973520016945803,Rental unit in Toronto · ★4.86 · 1 bedroom · 2 beds · 1 bath,43668850,Alderwood,43.61211,-79.53985,Entire home/apt,85.0,3,14,2023-09-29,1.05,1,37,12,4.86
11717,697004718610327555,Townhouse in Toronto · ★4.79 · 2 bedrooms · 3 beds · 2.5 baths,475771630,Downsview-Roding-CFB,43.73573469999999,-79.4807028,Entire home/apt,280.0,2,28,2024-01-01,3.4,1,358,28,4.79
11718,697013674104755196,Home in Toronto · ★4.83 · 3 bedrooms · 4 beds · 3 baths,390536890,Oakridge,43.69221444,-79.27656899,Entire home/apt,197.0,1,18,2023-08-20,1.14,1,227,16,4.83
11719,697045300656398535,Condo in Toronto · ★5.0 · 2 bedrooms · 2 beds · 2 baths,475788987,Waterfront Communities-The Island,43.64011220280732,-79.39767889,Entire home/apt,255.0,4,35,2023-12-17,2.22,3,246,25,5.0
11720,697065964132122120,Home in Toronto · ★4.89 · 3 bedrooms · 4 beds · 1.5 baths,20235687,Rockcliffe-Smythe,43.68275,-79.48347,Entire home/apt,210.0,2,9,2023-11-27,0.66,1,10,7,4.89
11721,697075336391919087,Condo in Toronto · ★5.0 · 1 bedroom · 1 bath,58452850,Niagara,43.64256,-79.42038,Entire home/apt,184.0,3,11,2024-01-04,0.77,1,61,8,5.0
11722,697084075296771389,Condo in Toronto · 2 bedrooms · 2 beds · 1.5 baths,83655210,Waterfront Communities-The Island,43.64337,-79.38193,Entire home/apt,481.0,28,2,2022-10-02,0.12,4,362,0,1.5
11723,697092422783840251,Rental unit in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,129487451,Humewood-Cedarvale,43.68428,-79.4243,Private room,51.0,28,4,2023-12-16,0.28,25,67,3,5.0
11724,697177315863595052,Home in Toronto · ★4.91 · 1 bedroom · 1 bed · 1.5 shared baths,130178952,Junction Area,43.67663,-79.47131,Private room,58.0,28,32,2024-01-02,1.91,4,364,30,4.91
11725,697254839940218097,Condo in Toronto · 1 bedroom · 1 bed · 1 bath,475829321,Waterfront Communities-The Island,43.63943,-79.39781,Entire home/apt,156.0,28,0,,0.625,1,0,0,4.85
11726,697409795001326631,Home in Toronto · ★4.94 · 1 bedroom · 1 bed · 1 private bath,305101900,Dovercourt-Wallace Emerson-Junction,43.6705142,-79.4232452,Private room,93.0,1,62,2023-12-17,4.16,3,90,50,4.94
11727,697707083648815610,Condo in Toronto · 1 bedroom · 1 bed · 1 bath,201294721,Niagara,43.63740529395937,-79.41465103,Entire home/apt,120.0,28,0,,0.625,1,364,0,4.85
11728,697828147247629446,Home in Toronto · ★4.91 · 2 bedrooms · 2 beds · 1 bath,474854386,Malvern,43.80093,-79.23132,Entire home/apt,144.0,28,32,2023-09-20,1.99,1,349,23,4.91
11729,698020867653764106,Home in Toronto · ★5.0 · 2 bedrooms · 2 beds · 1 bath,283517431,Wexford/Maryvale,43.74848,-79.3014,Entire home/apt,110.0,28,6,2023-09-03,0.4,2,214,4,5.0
11730,698336009397951195,Home in Scarborough · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,224870607,Steeles,43.81734956449208,-79.33293926,Private room,39.0,1,3,2023-10-31,0.41,11,90,3,4.67
11731,698423617477839123,Rental unit in Toronto · ★4.75 · 2 bedrooms · 1 bed · 1 bath,414586142,Kensington-Chinatown,43.65243369102815,-79.39942218,Entire home/apt,249.0,28,4,2022-11-26,0.26,1,364,0,4.75
11732,698503823240786040,Bungalow in Toronto · ★5.0 · 3 bedrooms · 4 beds · 1 bath,153725387,Willowridge-Martingrove-Richview,43.69069,-79.55907,Entire home/apt,522.0,1,3,2023-08-06,0.19,5,180,2,5.0
11733,698554262534243594,Townhouse in Toronto · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,56194166,Niagara,43.63295,-79.40019,Entire home/apt,300.0,28,5,2023-08-11,0.67,1,101,5,5.0
11734,698560297819694433,Rental unit in Toronto · ★4.96 · 1 bedroom · 1 bed · 1 bath,29164477,Woodbine-Lumsden,43.69715,-79.30937,Entire home/apt,139.0,2,57,2023-11-24,3.66,1,85,37,4.96
11735,698598711254687814,Rental unit in Toronto · ★4.83 · 1 bedroom · 1 bed · 1 bath,129487451,Moss Park,43.65463,-79.36396,Entire home/apt,98.0,28,6,2023-09-15,0.39,25,325,3,4.83
11736,698640908730015606,Home in Toronto · ★4.87 · 1 bedroom · 1 bed · 1 private bath,454778715,Newtonbrook West,43.7852514,-79.4268518,Private room,88.0,1,52,2024-01-01,3.15,3,32,28,4.87
11737,698724537605460226,Guest suite in Toronto · ★4.97 · 1 bedroom · 1 bed · 1 bath,156090259,Little Portugal,43.64908,-79.4253,Entire home/apt,120.0,1,98,2024-01-07,6.32,1,129,81,4.97
11738,698806974831444248,Rental unit in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 private bath,543642,Church-Yonge Corridor,43.64935,-79.37593,Private room,281.0,28,4,2022-10-31,0.26,1,358,0,5.0
11739,699142886775251507,Home in Toronto · ★4.93 · 1 bedroom · 1 bed · 1 private bath,132861729,Casa Loma,43.68254169999999,-79.4170644,Private room,95.0,1,73,2023-12-31,4.42,4,284,52,4.93
11740,699159362878378591,Guest suite in Toronto · ★5.0 · 1 bedroom · 4 beds · 2 baths,476214167,Long Branch,43.590507,-79.5332401,Entire home/apt,250.0,2,35,2023-11-13,2.15,1,24,29,5.0
11741,699161891842885926,Condo in Toronto · ★4.90 · 2 bedrooms · 3 beds · 2 baths,476213761,Waterfront Communities-The Island,43.6441277,-79.3894058,Entire home/apt,332.0,2,60,2023-12-24,3.7,1,162,36,4.9
11742,699163516014359924,Condo in Toronto · ★4.85 · 1 bedroom · 1 bed · 1 bath,118114772,Waterfront Communities-The Island,43.64416,-79.39316,Entire home/apt,280.0,28,13,2023-03-08,0.84,1,180,2,4.85
11743,699181409542465851,Condo in Toronto · ★5.0 · 2 bedrooms · 2 beds · 2 baths,59961083,Etobicoke West Mall,43.64030659614156,-79.56288266,Entire home/apt,150.0,28,7,2023-11-06,0.46,1,89,6,5.0
11744,699189464535498725,Guest suite in Toronto · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,32550714,Cliffcrest,43.71789122853359,-79.24681023,Private room,61.0,2,10,2023-12-09,0.67,4,180,9,4.8
11745,699219818742305828,Condo in Toronto · ★5.0 · 1 bedroom · 2 beds · 1 bath,476232578,West Humber-Clairville,43.73305,-79.57841,Entire home/apt,161.0,180,4,2022-10-24,0.26,1,303,0,5.0
11746,699253607320870832,Condo in Toronto · ★4.90 · 2 bedrooms · 2 beds · 2 baths,476243011,Islington-City Centre West,43.63839,-79.5362,Entire home/apt,138.0,1,31,2024-01-02,1.86,1,62,11,4.9
11747,699328025103792735,Townhouse in Toronto · ★4.87 · 2 bedrooms · 2 beds · 2 baths,13563292,Blake-Jones,43.67503099543507,-79.34044974,Entire home/apt,200.0,2,30,2023-10-09,2.17,1,0,26,4.87
11748,699356195830386314,Guest suite in Toronto · ★4.60 · 1 bedroom · 4 beds · 1 bath,110357834,High Park North,43.65957,-79.46768,Entire home/apt,95.0,28,5,2023-10-20,0.31,1,269,1,4.6
11749,699431116011289772,Condo in Toronto · 1 bedroom · 1 bed · 2 baths,205619013,Waterfront Communities-The Island,43.6400203,-79.3810411,Entire home/apt,105.0,30,1,2023-07-17,0.17,2,363,1,4.85
11750,699446589939351821,Guest suite in Toronto · ★4.83 · 1 bedroom · 1 bed · 1 bath,476288824,Trinity-Bellwoods,43.650040347978624,-79.42227905,Entire home/apt,128.0,2,42,2024-01-03,2.79,1,143,29,4.83
11751,699449259251732630,Condo in Toronto · ★4.96 · 1 bedroom · 1 bed · 1 bath,51168729,Bay Street Corridor,43.6647727,-79.3869867,Entire home/apt,175.0,28,50,2023-12-18,3.24,1,75,24,4.96
11752,699826736144129927,Rental unit in Toronto · ★3.33 · 1 bedroom · 1 bed · 1 private bath,471873988,Kensington-Chinatown,43.65503,-79.40137,Private room,74.0,28,3,2023-02-13,0.21,5,39,2,3.33
11753,699880325821846818,Rental unit in Toronto · ★4.94 · 2 bedrooms · 3 beds · 1 bath,315926644,Roncesvalles,43.64526,-79.44113,Entire home/apt,153.0,1,53,2023-12-04,3.23,1,305,35,4.94
11754,699885340718758905,Guesthouse in Toronto · ★3.33 · 1 bedroom · 2 beds · Shared half-bath,476374142,Don Valley Village,43.78429,-79.343011,Private room,47.0,28,3,2023-08-31,0.29,2,365,3,3.33
11755,699906604489599891,Home in Toronto · ★5.0 · 1 bedroom · 2 beds · 1 bath,476380857,Dovercourt-Wallace Emerson-Junction,43.6703,-79.43851,Entire home/apt,158.0,28,5,2023-11-30,0.32,1,73,3,5.0
11756,699986911791253461,Home in Toronto · ★4.94 · 1 bedroom · 1 bed · 1 private bath,475781754,Willowdale West,43.77311479999999,-79.4204083,Private room,120.0,150,32,2023-08-11,1.94,1,0,11,4.94
11757,700025011280889411,Loft in Toronto · 1 bedroom · 1 bed · 1 bath,675231,Waterfront Communities-The Island,43.64345,-79.39016,Entire home/apt,99.0,28,1,2022-12-22,0.08,3,21,0,4.85
11758,700119088556019498,Rental unit in Toronto · ★4.84 · 2 bedrooms · 2 beds · 1 bath,476435120,Mimico (includes Humber Bay Shores),43.6189817,-79.5020464,Entire home/apt,180.0,28,45,2023-10-01,3.15,1,124,40,4.84
11759,700169480730605549,Guest suite in Toronto · 2 bedrooms · 2 beds · 1 bath,168616416,Islington-City Centre West,43.62605,-79.51653,Entire home/apt,90.0,28,2,2023-08-24,0.27,3,320,2,4.85
11760,700270518483314736,Bungalow in Toronto · ★4.81 · 2 bedrooms · 2 beds · 1 bath,476464175,Old East York,43.69601367473024,-79.34089368,Entire home/apt,192.0,1,42,2024-01-04,7.08,1,84,42,4.81
11761,700430324389840548,Townhouse in Toronto · 2 bedrooms · 2 beds · 1.5 baths,253678734,Dovercourt-Wallace Emerson-Junction,43.66937,-79.4487,Entire home/apt,165.0,31,0,,0.625,27,364,0,1.5
11762,700584950207345924,Rental unit in Toronto · 1 bedroom · 2 beds · 1 shared bath,470996190,Tam O'Shanter-Sullivan,43.78304,-79.29583,Shared room,29.0,28,2,2023-09-01,0.35,4,365,2,4.85
11763,700601754172776634,Home in Toronto · ★4.80 · 1 bedroom · 1 bed · 1 private bath,13734807,Banbury-Don Mills,43.7415,-79.36923,Private room,52.0,28,5,2023-01-04,0.33,2,256,0,4.8
11764,700739009122965235,Rental unit in Toronto · ★5.0 · 2 bedrooms · 2 beds · 1 bath,329048237,Wychwood,43.6811312,-79.42959,Entire home/apt,107.0,28,6,2023-09-17,0.39,1,129,3,5.0
11765,700767472296054574,Loft in Toronto · ★4.70 · 3 bedrooms · 3 beds · 2 baths,23878551,Bay Street Corridor,43.6655,-79.38512,Entire home/apt,343.0,1,53,2023-12-21,3.23,1,353,44,4.7
11766,700814509708217072,Condo in Toronto · 1 bedroom · 1 bed · 2 baths,36703067,Bayview Village,43.7656347,-79.3831635,Entire home/apt,99.0,90,1,2023-04-22,0.11,1,160,1,4.85
11767,700914479890558093,Home in Toronto · ★4.96 · 2 bedrooms · 3 beds · 1.5 baths,476595844,Annex,43.67243,-79.41118,Entire home/apt,386.0,3,25,2023-12-20,1.69,1,0,23,4.96
11768,700934883596810174,Rental unit in Toronto · ★4.20 · 2 bedrooms · 2 beds · 1 bath,13788280,Church-Yonge Corridor,43.65443,-79.37417,Entire home/apt,80.0,29,5,2023-11-07,0.32,1,103,3,4.2
11769,700947342065166775,Home in Toronto · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,62310285,Lambton Baby Point,43.65091,-79.48661,Entire home/apt,270.0,3,7,2023-09-18,0.52,1,271,6,5.0
11770,700950839595684697,Condo in Toronto · ★5.0 · 2 bedrooms · 2 beds · 2 baths,474312916,Church-Yonge Corridor,43.65396,-79.37819,Entire home/apt,186.0,2,3,2023-12-20,0.21,2,34,2,5.0
11771,700956315748566952,Rental unit in Toronto · 2 bedrooms · 1 bed · 1.5 baths,474883952,Playter Estates-Danforth,43.67979,-79.35048,Entire home/apt,130.0,28,1,2023-10-08,0.32,2,219,1,1.5
11772,700971097476247817,Condo in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 bath,30785552,Moss Park,43.65389915838304,-79.36794815,Entire home/apt,120.0,3,6,2023-09-03,0.73,1,0,6,5.0
11773,701274197651999100,Condo in Toronto · 2 bedrooms · 2 beds · 2 baths,429428276,Mount Pleasant West,43.70994,-79.39741,Entire home/apt,160.0,28,1,2022-11-01,0.07,9,365,0,4.85
11774,701348887913496915,Rental unit in Toronto · ★4.75 · 1 bedroom · 2 beds · 1 bath,471079947,North St.James Town,43.67037,-79.37965,Entire home/apt,85.0,28,4,2023-12-10,0.26,3,144,3,4.75
11775,701385404409799773,Rental unit in Toronto · ★4.46 · 2 bedrooms · 2 beds · 1.5 baths,41106316,Wychwood,43.67984008789063,-79.43488312,Entire home/apt,200.0,28,13,2023-08-14,0.84,2,180,7,4.46
11776,701456195455985106,Rental unit in Toronto · 1 bedroom · 1 bed · 1 shared bath,476701157,Oakwood Village,43.69659,-79.44202,Private room,41.0,28,0,,0.625,1,88,0,4.85
11777,701462955880718736,Home in Toronto · 1 bedroom · 1 bed · 1 bath,25768636,New Toronto,43.60395164884921,-79.51841016,Entire home/apt,80.0,28,0,,0.625,3,0,0,4.85
11778,701489256472546081,Guest suite in Toronto · ★4.79 · 2 bedrooms · 3 beds · 1 bath,486766592,Wexford/Maryvale,43.74648,-79.30635,Entire home/apt,117.0,2,42,2024-01-01,3.13,1,128,35,4.79
11779,701514505398782126,Home in Toronto · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,48976748,Tam O'Shanter-Sullivan,43.7800968,-79.2936721,Private room,65.0,3,11,2023-12-04,0.96,3,364,11,4.64
11780,701615282269290598,Guest suite in Toronto · ★4.63 · 1 bedroom · 1 bed · 1 bath,143007135,York University Heights,43.7655658,-79.4990051,Entire home/apt,117.0,1,51,2024-01-01,3.13,1,34,31,4.63
11781,701636668641612149,Guest suite in Toronto · ★4.75 · Studio · 1 bed · 1 bath,13985536,South Riverdale,43.66031063938837,-79.35160259,Entire home/apt,189.0,2,15,2023-11-04,2.27,1,0,15,4.75
11782,702058095361905054,Rental unit in Toronto · ★4.92 · 1 bedroom · 1 bed · 1 bath,19243454,Palmerston-Little Italy,43.66069,-79.40953,Entire home/apt,364.0,7,24,2023-10-09,1.5,1,53,15,4.92
11783,702395553096854068,Condo in Toronto · ★4.96 · 1 bedroom · 1 bed · 1.5 baths,476886449,Waterfront Communities-The Island,43.64572,-79.39835,Entire home/apt,333.0,28,23,2023-11-06,1.41,1,0,3,4.96
11784,702686662076006212,Condo in Toronto · ★4.90 · 1 bedroom · 1 bed · 1 bath,88126789,Waterfront Communities-The Island,43.64472,-79.40101,Entire home/apt,124.0,28,10,2023-12-17,0.63,1,168,2,4.9
11785,702986373287112363,Home in Toronto · 1 bedroom · 1 bed · 1 shared bath,468228808,Cliffcrest,43.71532,-79.23385,Private room,75.0,28,1,2022-10-01,0.06,11,364,0,4.85
11786,703065378855431433,Guesthouse in Toronto · ★4.90 · 2 bedrooms · 2 beds · 1 bath,44772895,Clairlea-Birchmount,43.70703,-79.28549,Entire home/apt,100.0,28,10,2023-10-31,0.67,4,147,7,4.9
11787,703112463814701452,Home in Toronto · ★4.90 · 2 bedrooms · 2 beds · 1 private bath,9657462,Pelmo Park-Humberlea,43.7268452,-79.5359159,Private room,200.0,28,21,2023-10-10,1.29,1,365,17,4.9
