,id,name,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,rating
0,1419,Home in Toronto · ★5.0 · 5 bedrooms · 7 beds · 3 baths,1565,Little Portugal,43.6459,-79.42423,Entire home/apt,120.0,28,6,2017-08-07,0.06,1,0,0,5.0
1,8077,Rental unit in Toronto · ★4.84 · 1 bedroom · 1 bed · 1.5 baths,22795,Waterfront Communities-The Island,43.6408,-79.37673,Private room,100.0,180,169,2013-08-27,0.96,2,0,0,4.84
2,26654,Condo in Toronto · ★4.79 · 1 bedroom · 2 beds · 1 bath,113345,Waterfront Communities-The Island,43.64608,-79.39032,Entire home/apt,145.0,28,42,2023-09-01,0.27,5,77,2,4.79
3,27423,Rental unit in Toronto · ★4.93 · Studio · 1 bed · 1 bath,118124,South Riverdale,43.66884,-79.32725,Entire home/apt,75.0,90,28,2023-08-31,0.17,1,215,1,4.93
4,30931,Rental unit in Toronto · 1 bedroom · 2 beds · 1.5 baths,22795,Waterfront Communities-The Island,43.64015,-79.37625,Entire home/apt,134.0,180,1,2010-08-11,0.01,2,0,0,1.5
5,40456,Home in Toronto · ★4.64 · 2 bedrooms · 2 beds · 1 bath,174063,South Parkdale,43.63539,-79.4401,Entire home/apt,150.0,750,113,2023-06-19,0.69,4,364,2,4.64
6,42892,Condo in Toronto · 3 bedrooms · 3 beds · 2 baths,187320,Waterfront Communities-The Island,43.6445,-79.38019,Entire home/apt,143.0,90,0,,0.625,12,364,0,4.85
7,43964,Home in Toronto · ★4.96 · 2 bedrooms · 4 beds · 1 bath,192364,Wexford/Maryvale,43.74922,-79.29188,Entire home/apt,195.0,1,67,2023-09-25,0.78,1,364,13,4.96
8,44452,Rental unit in Toronto · ★4.18 · 1 bedroom · 1 bed · 1 bath,195095,Rosedale-Moore Park,43.67193,-79.3859,Entire home/apt,126.0,28,66,2023-08-04,0.41,13,181,2,4.18
9,44469,Rental unit in Toronto · ★4.0 · 1 bedroom · 1 bed · 1 bath,195095,Rosedale-Moore Park,43.67129,-79.38634,Private room,89.0,30,8,2017-08-27,0.05,13,220,0,4.0
10,45399,Condo in Toronto · ★4.16 · Studio · 1 bed · 1 bath,195095,Bay Street Corridor,43.66123,-79.38336,Entire home/apt,146.0,28,86,2023-11-19,0.54,13,365,3,4.16
11,45453,Rental unit in Toronto · ★4.13 · 1 bedroom · 1 bed · 1 bath,195095,Rosedale-Moore Park,43.67128,-79.38422,Private room,105.0,28,9,2018-09-02,0.06,13,341,0,4.13
12,45893,Rental unit in Toronto · ★4.39 · 1 bedroom · 1 bed · 1 private bath,195095,Rosedale-Moore Park,43.6718,-79.38488,Private room,90.0,28,22,2023-06-24,0.14,13,191,2,4.39
13,50110,Condo in Toronto · ★4.62 · 1 bedroom · 1 bed · 1 bath,195095,Church-Yonge Corridor,43.66899,-79.38559,Entire home/apt,160.0,28,59,2023-12-08,0.37,13,365,1,4.62
14,51616,Condo in Toronto · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,237587,Niagara,43.64296,-79.40451,Private room,55.0,91,24,2018-11-11,0.27,1,0,0,4.88
15,62545,Home in Toronto · ★4.85 · 1 bedroom · 1 bed · Half-bath,304551,Niagara,43.64611,-79.4071,Private room,50.0,90,23,2019-12-20,0.14,9,37,0,4.85
16,64635,Home in Toronto · ★4.59 · 1 bedroom · 1 bed · Half-bath,304551,Niagara,43.64482,-79.40897,Private room,50.0,120,17,2023-09-01,0.11,9,255,2,4.59
17,64641,Home in Toronto · ★4.82 · 1 bedroom · 1 bed · Half-bath,304551,Niagara,43.64453,-79.40736,Private room,50.0,120,23,2023-12-30,0.15,9,18,3,4.82
18,64645,Home in Toronto · ★4.75 · 2 bedrooms · 1 bed · 1 bath,304551,Niagara,43.64475,-79.40905,Private room,60.0,90,14,2023-12-31,0.09,9,190,2,4.75
19,66856,Home in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,304551,Niagara,43.64642,-79.40736,Private room,45.0,90,3,2023-10-20,0.02,9,314,2,5.0
20,71118,Home in Toronto · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,304551,Niagara,43.64605,-79.4069,Private room,80.0,90,13,2023-10-23,0.08,9,220,1,4.58
21,84151,Rental unit in Toronto · ★4.58 · 1 bedroom · 1 bed · 1 bath,195095,Rosedale-Moore Park,43.67138,-79.38424,Entire home/apt,160.0,30,22,2023-10-20,0.15,13,340,2,4.58
22,96336,Townhouse in Toronto · ★4.95 · 3 bedrooms · 3 beds · 2 baths,511506,Niagara,43.64388,-79.41011,Entire home/apt,309.0,3,151,2024-01-02,1.22,1,111,7,4.95
23,112842,Rental unit in Toronto · ★4.92 · 1 bedroom · 1 bed · 1 bath,575127,High Park North,43.65703,-79.46719,Entire home/apt,66.0,120,12,2017-03-05,0.08,1,33,0,4.92
24,119441,Home in Toronto · ★4.83 · 1 bedroom · 1 bed · 1 bath,174063,South Parkdale,43.63737,-79.44022,Entire home/apt,100.0,60,82,2023-10-30,0.53,4,130,3,4.83
25,131401,Condo in Toronto · ★4.55 · 1 bedroom · 1 bed · 1 bath,604233,Niagara,43.63649,-79.40171,Entire home/apt,75.0,100,11,2023-05-17,0.11,1,124,1,4.55
26,179578,Condo in Toronto · 2 bedrooms · 2 beds · 1 bath,545074,Woburn,43.78196,-79.24634,Entire home/apt,120.0,28,0,,0.625,2,0,0,4.85
27,184784,Rental unit in Toronto · ★4.93 · 2 bedrooms · 2 beds · 1 bath,656777,Church-Yonge Corridor,43.67005,-79.38372,Entire home/apt,219.0,180,63,2023-04-30,0.42,1,313,1,4.93
28,192335,Loft in Toronto · ★4.70 · 1 bedroom · 1 bed · 1 bath,140602,South Parkdale,43.63677,-79.42099,Entire home/apt,85.0,28,53,2020-03-02,0.36,1,0,0,4.7
29,192860,Guest suite in Toronto · ★4.93 · 2 bedrooms · 2 beds · 1 bath,533496,Junction Area,43.66492,-79.47384,Entire home/apt,120.0,185,128,2023-01-10,0.86,2,216,1,4.93
30,196584,Guest suite in Toronto · ★4.94 · 1 bedroom · 1 bed · 1 bath,957466,Oakridge,43.69431,-79.28563,Entire home/apt,92.0,18,50,2023-12-10,0.56,1,283,14,4.94
31,207206,Home in Toronto · ★4.76 · 2 bedrooms · 2 beds · 2 baths,1019538,Little Portugal,43.6471,-79.4376,Entire home/apt,300.0,28,22,2023-01-11,0.15,1,363,1,4.76
32,213047,Condo in Toronto · 1 bedroom · 1 bed · 1 bath,466646,Rosedale-Moore Park,43.68278,-79.39098,Entire home/apt,200.0,180,0,,0.625,1,362,0,4.85
33,224775,Home in Toronto · ★4.84 · 1 bedroom · 1 bed · 1 private bath,1170217,Church-Yonge Corridor,43.6619,-79.37727,Private room,75.0,28,37,2023-12-24,0.36,2,132,4,4.84
34,228568,Condo in Toronto · ★4.93 · 2 bedrooms · 2 beds · 2 baths,934821,Cabbagetown-South St.James Town,43.66593,-79.37655,Entire home/apt,325.0,28,76,2023-09-11,0.52,2,1,11,4.93
35,232794,Condo in Toronto · ★4.80 · 1 bedroom · 3 beds · 1 bath,1218097,Annex,43.6715929,-79.3908687,Entire home/apt,205.0,28,5,2020-03-18,0.04,1,179,0,4.8
36,239449,Rental unit in Toronto · ★4.72 · 1 bedroom · 1 bed · 1 bath,349772,Annex,43.66701,-79.40625,Entire home/apt,87.0,28,36,2023-12-27,0.28,1,68,6,4.72
37,248939,Home in Toronto · ★4.12 · 1 bedroom · 3 beds · 1 private bath,1304211,Caledonia-Fairbank,43.68261719,-79.4592514,Private room,44.0,29,45,2016-10-24,0.3,2,363,0,4.12
38,248940,Home in Toronto · ★4.69 · 1 bedroom · 1 bed · 1 bath,1304211,Caledonia-Fairbank,43.68238,-79.46038,Entire home/apt,51.0,5,103,2023-12-12,0.74,2,35,11,4.69
39,251549,Rental unit in Toronto · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,1319225,Annex,43.66584,-79.41251,Private room,120.0,28,18,2023-08-12,0.15,1,0,1,4.94
40,266300,Condo in Toronto · ★5.0 · 2 bedrooms · 1 bed · 1 bath,1396237,Niagara,43.63999,-79.41465,Entire home/apt,120.0,30,5,2019-06-11,0.06,1,0,0,5.0
41,269355,Rental unit in Toronto · 3 bedrooms · 3 beds · 2 baths,1411076,Casa Loma,43.68419,-79.40125,Entire home/apt,120.0,28,0,,0.625,1,0,0,4.85
42,273304,Rental unit in Toronto · 1 bedroom · 1 bed · 1 bath,1409872,Church-Yonge Corridor,43.6605,-79.38057,Private room,120.0,28,0,,0.625,1,0,0,4.85
43,288341,Home in Toronto · ★4.79 · 2 bedrooms · 3 beds · 1.5 baths,1368256,North St.James Town,43.67098,-79.37434,Entire home/apt,250.0,5,43,2023-11-25,0.34,1,311,15,4.79
44,291699,Home in Toronto · 1 bedroom · 1 bed · 1 shared bath,1466410,Annex,43.670291900634766,-79.41659546,Private room,35.0,120,0,,0.625,1,159,0,4.85
45,307726,Condo in Toronto · ★4.97 · Studio · 1 bed · 1 bath,1108156,Waterfront Communities-The Island,43.64221,-79.38061,Entire home/apt,120.0,28,66,2022-05-28,0.45,2,0,0,4.97
46,314459,Home in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,1615944,Blake-Jones,43.67739,-79.33599,Private room,120.0,28,37,2023-01-31,0.26,1,0,1,5.0
47,325432,Home in Toronto · 4 bedrooms · 3 beds · 2 baths,1664812,High Park North,43.66106,-79.45605,Entire home/apt,120.0,28,0,,0.625,1,0,0,4.85
48,339418,Rental unit in Toronto · ★4.50 · 1 bedroom · 1 shared bath,1027776,Mount Pleasant West,43.69954,-79.3933,Private room,60.0,28,85,2020-02-29,0.59,1,0,0,4.5
49,361557,Home in Toronto · ★4.76 · 9 bedrooms · 2 beds · 1 bath,174063,South Parkdale,43.63557,-79.43999,Entire home/apt,140.0,750,65,2022-02-05,0.47,4,364,0,4.76
50,361831,Rental unit in Toronto · 1 bedroom · 1 bed · 1 bath,1828773,Willowdale East,43.77873,-79.41245,Private room,140.0,28,0,,0.625,1,0,0,4.85
51,363057,Home in Toronto · ★4.49 · 3 bedrooms · 4 beds · 1.5 baths,1816495,The Beaches,43.67262,-79.30057,Entire home/apt,221.0,1,41,2023-12-23,0.52,3,267,16,4.49
52,366973,Loft in Toronto · ★4.89 · 1 bedroom · 1 bed · 1 bath,1015670,Waterfront Communities-The Island,43.64226,-79.40076,Entire home/apt,361.0,28,9,2017-09-12,0.08,1,358,0,4.89
53,380910,Home in Toronto · ★4.88 · 1 bedroom · 1 bed · 1 private bath,1910540,Danforth,43.68087,-79.34306,Private room,95.0,1,116,2023-10-25,1.0,1,357,23,4.88
54,390395,Townhouse in Toronto · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,1952926,Moss Park,43.65612,-79.36054,Private room,60.0,28,829,2022-10-22,5.78,1,1,0,4.83
55,393873,Rental unit in Toronto · ★4.89 · 1 bedroom · 1 bed · 1 bath,1870492,Niagara,43.64455,-79.40312,Entire home/apt,115.0,183,21,2016-09-27,0.15,1,358,0,4.89
56,401823,Rental unit in Toronto · ★4.71 · 1 bedroom · 1 bed · 1 bath,304551,Palmerston-Little Italy,43.66075,-79.4096,Entire home/apt,80.0,90,8,2021-12-31,0.06,9,260,0,4.71
57,403200,Rental unit in Toronto · ★4.80 · 1 bedroom · 1 bed · 1 private bath,195095,Rosedale-Moore Park,43.67176,-79.38555,Private room,89.0,28,5,2023-06-30,0.04,13,365,1,4.8
58,406646,Home in Toronto · ★4.21 · 1 bedroom · 1 bed · 1.5 shared baths,1854872,Flemingdon Park,43.72054,-79.33524,Private room,30.0,28,43,2023-11-07,0.34,5,264,6,4.21
59,413276,Loft in Toronto · ★4.62 · 1 bedroom · 1 bed · 1 bath,2056128,Church-Yonge Corridor,43.66429,-79.383,Entire home/apt,126.0,2,80,2023-07-04,0.57,2,21,4,4.62
60,418607,Rental unit in Toronto · ★4.52 · 1 bedroom · 1 bed · 1 shared bath,2079464,Mount Pleasant West,43.69747,-79.39304,Private room,62.0,29,125,2019-11-07,0.9,1,339,0,4.52
61,429943,Rental unit in Toronto · ★4.63 · 1 bedroom · 1 bed · 1 bath,377846,East End-Danforth,43.68672,-79.29328,Entire home/apt,81.0,28,46,2023-12-18,0.33,18,338,1,4.63
62,456371,Home in Toronto · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,2268652,Woodbine Corridor,43.67549,-79.3104,Private room,35.0,30,19,2023-08-31,0.16,3,7,1,4.89
63,457588,Condo in Toronto · ★4.88 · 1 bedroom · 1 bed · 2 baths,1805882,Church-Yonge Corridor,43.65469,-79.37986,Entire home/apt,300.0,28,8,2022-08-27,0.06,3,0,0,4.88
64,462366,Rental unit in Toronto · ★4.74 · 1 bedroom · 1 bed · 1 shared bath,2297131,Brookhaven-Amesbury,43.7054,-79.48584,Private room,55.0,28,34,2022-10-14,0.24,1,0,0,4.74
65,466650,Loft in Toronto · ★4.96 · 1 bedroom · 1 bed · 1 bath,1039434,Niagara,43.64322,-79.40293,Entire home/apt,299.0,28,71,2023-08-01,0.51,3,57,1,4.96
66,473827,Guest suite in Toronto · ★4.85 · 1 bedroom · 1 bed · 1 bath,2349264,Oakwood Village,43.6879,-79.43938,Entire home/apt,115.0,28,100,2023-11-05,0.72,1,96,2,4.85
67,495303,Rental unit in Toronto · ★4.77 · Studio · 1 bed · 1 bath,1241161,Dovercourt-Wallace Emerson-Junction,43.66446,-79.42537,Entire home/apt,106.0,29,115,2019-11-11,0.84,1,90,0,4.77
68,516823,Guest suite in Toronto · ★4.83 · Studio · 1 bed · 1 bath,533496,Junction Area,43.66672,-79.47492,Entire home/apt,94.0,31,181,2023-09-25,1.29,2,36,3,4.83
69,517709,Home in Toronto · ★4.94 · 3 bedrooms · 3 beds · 1 bath,2549053,Trinity-Bellwoods,43.65131,-79.4116,Entire home/apt,300.0,28,78,2023-03-09,0.57,1,159,1,4.94
70,526594,Rental unit in Toronto · ★3.80 · 1 bedroom · 1 bed · 1 bath,2588098,Willowdale East,43.76651,-79.40411,Entire home/apt,108.0,28,6,2014-12-01,0.04,1,180,0,3.8
71,526705,Loft in Toronto · ★4.93 · 1 bedroom · 1 bed · 1 bath,1698603,Roncesvalles,43.64264,-79.43215,Entire home/apt,298.0,2,73,2024-01-06,0.52,1,187,12,4.93
72,529227,Home in Toronto · ★4.76 · 4 bedrooms · 5 beds · 2 baths,2600229,Palmerston-Little Italy,43.65836,-79.42479,Entire home/apt,450.0,7,18,2018-08-19,0.13,1,213,0,4.76
73,529256,Home in Toronto · ★4.66 · 1 bedroom · 1 bed · 1 shared bath,2597290,Trinity-Bellwoods,43.65075,-79.41072,Private room,97.0,28,113,2020-03-10,0.8,1,364,0,4.66
74,533659,Condo in Toronto · ★4.86 · 1 bedroom · 2 beds · 1 bath,1019968,Waterfront Communities-The Island,43.63953,-79.38257,Entire home/apt,169.0,28,175,2023-09-01,1.25,1,127,9,4.86
75,537679,Rental unit in Guelph · 1 bedroom · 1 bed · 3 baths,2586974,Mimico (includes Humber Bay Shores),43.62452,-79.48793,Private room,200.0,28,0,,0.625,1,0,0,4.85
76,543810,Rental unit in Toronto · ★4.70 · 2 bedrooms · 2 beds · 1 bath,2671905,Waterfront Communities-The Island,43.63942,-79.39216,Entire home/apt,120.0,28,10,2015-08-16,0.08,1,0,0,4.7
77,547777,Rental unit in Toronto · 2 bedrooms · 3 beds · 1 bath,2692759,Palmerston-Little Italy,43.66051,-79.42741,Entire home/apt,120.0,28,2,2013-08-05,0.01,1,0,0,4.85
78,571429,Rental unit in Toronto · ★4.38 · 3 bedrooms · 3 beds · 1 bath,377846,East End-Danforth,43.68519,-79.29338,Entire home/apt,128.0,28,29,2021-10-09,0.21,18,365,0,4.38
79,573892,Condo in Toronto · ★4.84 · 1 bedroom · 1 bed · 1 bath,2175675,Waterfront Communities-The Island,43.64278,-79.37985,Entire home/apt,89.0,28,83,2023-03-31,0.6,4,323,1,4.84
80,593324,Home in Toronto · ★4.86 · 2 bedrooms · 2 beds · 1.5 baths,2929774,South Riverdale,43.66114,-79.34742,Entire home/apt,120.0,28,7,2015-10-06,0.05,1,0,0,4.86
81,602407,Home in Toronto · ★4.67 · 1 bedroom · 1 bed · 1.5 shared baths,2980659,Woodbine Corridor,43.67774,-79.31352,Private room,84.0,28,39,2019-08-10,0.28,1,364,0,4.67
82,613695,Rental unit in Toronto · 1 bedroom · 2 beds · 1 bath,2741309,Palmerston-Little Italy,43.65971,-79.41234,Entire home/apt,330.0,28,0,,0.625,1,24,0,4.85
83,620965,Home in Toronto · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,897683,Birchcliffe-Cliffside,43.70396,-79.24856,Private room,39.0,28,30,2023-10-04,0.22,2,66,2,4.81
84,624190,Rental unit in Toronto · 1 bedroom · 1 bed · 0 baths,3096162,Broadview North,43.69032,-79.35236,Entire home/apt,120.0,28,0,,0.625,1,0,0,4.85
85,625877,Home in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,2268652,Woodbine Corridor,43.67639,-79.31017,Private room,37.0,30,22,2023-11-17,0.19,3,207,2,5.0
86,625942,Home in Toronto · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,2268652,Woodbine Corridor,43.67739,-79.31034,Private room,40.0,28,9,2017-10-08,0.07,3,6,0,4.89
87,638500,Rental unit in Toronto · ★4.22 · 3 bedrooms · 3 beds · 3 baths,3178928,South Parkdale,43.63907,-79.44036,Entire home/apt,120.0,28,9,2016-09-26,0.09,1,0,0,4.22
88,638586,Condo in Toronto · ★4.69 · 1 bedroom · 1 bed · 1 bath,3186285,Waterfront Communities-The Island,43.64356,-79.3903,Entire home/apt,300.0,28,61,2021-05-23,0.53,1,358,0,4.69
89,643389,Rental unit in Toronto · ★4.0 · Studio · 1 bed · 1 bath,3217095,South Parkdale,43.63589,-79.42796,Entire home/apt,120.0,28,3,2017-05-20,0.03,1,0,0,4.0
90,643916,Guest suite in Toronto · ★4.75 · 1 bedroom · 1 bed · 1 bath,574360,Junction Area,43.66308,-79.47795,Entire home/apt,120.0,28,4,2016-04-27,0.04,1,159,0,4.75
91,654048,Home in Toronto · ★4.94 · 4 bedrooms · 5 beds · 1.5 baths,3289972,Morningside,43.7837,-79.20675,Entire home/apt,190.0,28,18,2023-08-16,0.13,1,363,2,4.94
92,655522,Rental unit in Toronto · ★4.81 · 1 bedroom · 1 bed · 1 bath,3299954,Kensington-Chinatown,43.65667,-79.39539,Entire home/apt,120.0,28,27,2018-08-10,0.19,1,0,0,4.81
93,666670,Rental unit in Toronto · ★4.57 · 1 bedroom · 1 bed · 1 bath,377846,East End-Danforth,43.68614,-79.29126,Entire home/apt,65.0,28,47,2023-09-07,0.37,18,342,3,4.57
94,669162,Rental unit in Toronto · 1 bedroom · 1 bed · 1 bath,2942180,Cabbagetown-South St.James Town,43.66667,-79.37502,Entire home/apt,225.0,28,0,,0.625,1,0,0,4.85
95,670171,Home in Toronto · 1 bedroom · 2 beds · 1 bath,3395349,High Park North,43.65627,-79.45863,Entire home/apt,95.0,28,0,,0.625,1,363,0,4.85
96,701230,Loft in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 bath,3587917,High Park North,43.65873,-79.45336,Entire home/apt,120.0,28,14,2018-07-31,0.11,1,0,0,5.0
97,702286,Rental unit in Toronto · ★4.47 · 1 bedroom · 2 beds · 1 bath,3604846,High Park-Swansea,43.65374,-79.45359,Entire home/apt,144.0,28,18,2022-08-06,0.13,4,227,0,4.47
98,703124,Home in Toronto · ★4.83 · 3 bedrooms · 4 beds · 1 bath,3604846,High Park-Swansea,43.65329,-79.45257,Entire home/apt,195.0,30,24,2023-09-10,0.2,4,243,2,4.83
99,703133,Home in Toronto · ★4.25 · 2 bedrooms · 3 beds · 1 bath,3604846,High Park-Swansea,43.65563,-79.45259,Entire home/apt,170.0,31,4,2019-04-20,0.03,4,364,0,4.25
100,728817,Home in Toronto · ★5.0 · 4 bedrooms · 4 beds · 2.5 baths,3783106,Roncesvalles,43.64147,-79.44633,Entire home/apt,495.0,28,14,2023-07-25,0.11,1,89,2,5.0
101,756619,Home in Toronto · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,3982898,Cabbagetown-South St.James Town,43.664642,-79.371208,Private room,116.0,3,108,2024-01-01,0.84,3,162,34,4.92
102,762143,Condo in Toronto · ★4.0 · 1 bedroom · 1 bed · 1 bath,4017316,Waterfront Communities-The Island,43.63708,-79.39198,Entire home/apt,130.0,180,5,2017-06-03,0.04,1,364,0,4.0
103,762472,Rental unit in Toronto · 2 bedrooms · 1 bed · 2 baths,4019741,Moss Park,43.65036,-79.36823,Entire home/apt,120.0,28,0,,0.625,1,0,0,4.85
104,765041,Rental unit in Toronto · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,3617874,South Parkdale,43.637,-79.43414,Private room,44.0,28,29,2023-04-01,0.25,1,29,1,4.97
105,771141,Rental unit in Toronto · ★4.61 · Studio · 1 bed · 1 bath,4068231,Moss Park,43.65802,-79.37108,Entire home/apt,86.0,30,33,2023-04-27,0.25,6,293,3,4.61
106,774352,Serviced apartment in Toronto · ★4.93 · 2 bedrooms · 2 beds · 2 baths,4085292,Church-Yonge Corridor,43.67049,-79.38457,Entire home/apt,444.0,28,74,2023-11-21,0.69,3,90,4,4.93
107,777132,Rental unit in Toronto · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,1664833,Don Valley Village,43.77659,-79.35056,Private room,120.0,5,211,2023-12-03,1.58,1,0,20,4.85
108,779670,Home in Toronto · 4 bedrooms · 4 beds · 4 baths,4111007,Rosedale-Moore Park,43.67716,-79.38653,Entire home/apt,400.0,28,1,2019-05-10,0.02,1,190,0,4.85
109,788710,Rental unit in Toronto · 1 bedroom · 1 bed · 1 bath,844281,High Park-Swansea,43.64366,-79.45216,Entire home/apt,120.0,30,2,2020-04-14,0.02,1,0,0,4.85
110,790887,Condo in Toronto · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,2056128,Church-Yonge Corridor,43.66414,-79.38351,Private room,93.0,1,482,2024-01-06,3.75,2,45,55,4.95
111,791012,Rental unit in Toronto · ★4.25 · 1 bedroom · 1 bed · 1 bath,4167411,Waterfront Communities-The Island,43.63923,-79.39358,Entire home/apt,120.0,28,4,2015-08-16,0.04,1,0,0,4.25
112,794506,Condo in Toronto · ★4.93 · 1 bedroom · 1 bed · 1 bath,4186011,Waterfront Communities-The Island,43.63996,-79.39109,Entire home/apt,321.0,28,139,2023-11-12,1.18,1,275,40,4.93
113,796501,Home in Toronto · ★4.91 · 1 bedroom · 1 bed · 1 private bath,4195876,Casa Loma,43.68212,-79.40447,Private room,200.0,28,91,2020-09-07,0.72,2,365,0,4.91
114,798392,Loft in Toronto · ★4.88 · 1 bedroom · 1 bed · 1 bath,1552988,Little Portugal,43.64446,-79.42695,Entire home/apt,260.0,3,17,2023-09-24,0.19,1,362,14,4.88
115,799800,Home in Toronto · ★4.71 · 2 bedrooms · 1 bed · 1 shared bath,1786233,Thistletown-Beaumond Heights,43.73732,-79.5744,Private room,25.0,28,22,2017-10-01,0.16,1,221,0,4.71
116,817749,Rental unit in Toronto · ★4.87 · 1 bedroom · 1 bed · 1 bath,4289557,Waterfront Communities-The Island,43.64674,-79.39975,Entire home/apt,98.0,30,47,2018-01-01,0.35,1,54,0,4.87
117,818228,Home in Toronto · ★4.84 · 1 bedroom · 1 bed · 1.5 shared baths,4297691,Dovercourt-Wallace Emerson-Junction,43.65851,-79.4431,Private room,68.0,1,531,2024-01-06,4.19,2,333,138,4.84
118,820177,Guest suite in Toronto · ★4.72 · 1 bedroom · 1 bed · 1 bath,149566,Palmerston-Little Italy,43.65555,-79.42017,Entire home/apt,95.0,28,39,2023-06-06,0.29,2,162,1,4.72
119,822085,Home in Toronto · ★4.88 · 5 bedrooms · 6 beds · 5 baths,4316883,Rosedale-Moore Park,43.689,-79.37799,Entire home/apt,989.0,28,8,2021-08-21,0.08,1,363,0,4.88
120,827774,Home in Toronto · 1 bedroom · 1 bed · 1.5 baths,4340437,Danforth,43.68255,-79.33506,Private room,120.0,28,0,,0.625,1,0,0,1.5
121,835116,Rental unit in Toronto · ★4.45 · 1 bedroom · 1 bed · 1 bath,2019357,South Riverdale,43.66152,-79.34284,Entire home/apt,120.0,28,22,2015-09-19,0.16,1,0,0,4.45
122,840608,Rental unit in Toronto · 1 bedroom · 2 beds · 2 baths,2575031,Palmerston-Little Italy,43.66136,-79.41377,Entire home/apt,200.0,7,0,,0.625,1,130,0,4.85
123,842016,Rental unit in Toronto · 1 bedroom · 1 bed · 1 shared bath,1930866,Casa Loma,43.68388,-79.40719,Shared room,120.0,28,0,,0.625,1,0,0,4.85
124,849500,Condo in Toronto · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,4435131,Moss Park,43.65114,-79.36766,Private room,85.0,28,136,2023-08-31,1.03,1,365,2,4.87
125,855991,Condo in Toronto · ★4.85 · Studio · 1 bed · 1 bath,4477219,Church-Yonge Corridor,43.65474,-79.37779,Entire home/apt,196.0,28,13,2022-11-15,0.11,4,0,0,4.85
126,864193,Rental unit in Toronto · 1 bedroom · 1 bed · 1 bath,4534248,Newtonbrook West,43.78345,-79.44525,Private room,87.0,28,0,,0.625,1,0,0,4.85
127,883109,Home in Toronto · ★4.67 · 3 bedrooms · 5 beds · 2 baths,4517569,Playter Estates-Danforth,43.68219,-79.35405,Entire home/apt,300.0,4,9,2023-09-05,0.07,1,0,3,4.67
128,892352,Loft in Toronto · ★4.91 · 2 bedrooms · 2 beds · 1 bath,37326356,Waterfront Communities-The Island,43.6473577,-79.398158,Entire home/apt,371.0,4,307,2023-09-18,2.44,1,67,43,4.91
129,918623,Home in Toronto · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,4933919,Blake-Jones,43.67653,-79.34076,Private room,120.0,40,76,2020-03-21,0.58,2,0,0,4.8
130,921532,Home in Toronto · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,512812908,Greenwood-Coxwell,43.67698,-79.32201,Private room,51.0,1,121,2023-12-19,4.06,1,152,66,4.84
131,923427,Home in Toronto · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,4966594,Palmerston-Little Italy,43.65798572350852,-79.41014035,Private room,77.0,3,35,2023-12-16,0.27,2,66,11,4.77
132,950053,Loft in Toronto · ★5.0 · 2 bedrooms · 1 bed · 1 bath,5153529,Regent Park,43.65794,-79.35755,Entire home/apt,160.0,365,9,2016-02-14,0.07,2,37,0,5.0
133,954475,Home in Toronto · ★4.72 · 1 bedroom · 1 bed · 1.5 shared baths,1854872,Flemingdon Park,43.72054,-79.33524,Private room,50.0,28,32,2023-06-11,0.24,5,76,1,4.72
134,954935,Rental unit in Toronto · ★4.74 · 1 bedroom · 1 bed · 1 bath,5186386,South Riverdale,43.66451,-79.33498,Entire home/apt,80.0,30,32,2023-05-16,0.25,1,248,1,4.74
135,955073,Condo in Toronto · ★4.55 · 2 bedrooms · 1 bed · 1 bath,4477219,Church-Yonge Corridor,43.655,-79.3796,Entire home/apt,60.0,28,11,2020-06-30,0.15,4,0,0,4.55
136,955446,Condo in Toronto · ★4.66 · 1 bedroom · 2 beds · 1 bath,3272927,Waterfront Communities-The Island,43.64498,-79.39056,Entire home/apt,110.0,28,71,2023-11-01,0.55,1,47,3,4.66
137,956250,Home in Toronto · ★4.25 · 4 bedrooms · 5 beds · 2 baths,5066966,Dufferin Grove,43.65367,-79.43242,Entire home/apt,120.0,28,4,2018-03-16,0.03,1,0,0,4.25
138,959676,Rental unit in Toronto · ★4.77 · 1 bedroom · 1 bed · 1 bath,5214021,Church-Yonge Corridor,43.66498,-79.37963,Entire home/apt,95.0,28,31,2023-10-15,0.24,1,357,2,4.77
